# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B001  (3438 frames @ 30 Hz)
# La BASE del UR5 es fija (decision de montaje, no se mueve
# el robot fisico de sitio). La CONFIGURACION ARTICULAR si
# cambia en cada frame: se recalcula para que el trocar
# (tubo rigido) siga la orientacion instantanea del shaft
# del PSM, igual que hace an5_psm_py/carrier_solver.py.
# Fulcro: [0.122141, -0.078964, 0.408424] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.397392, -0.598679, 0.0] m
# IK del UR5 por frame: OK 100.00 %, error mediana 0.0000 mm, maximo 0.0000 mm
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida, como en los archivos de PSM)
#  frame      t(s)   IK     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
     687   22.8667    1     -2.1579   -91.0065  -104.8878   -11.5396   129.7786    21.7705
     688   22.9000    1     -2.1536   -91.0064  -104.9025   -11.4929   129.7646    21.7490
     689   22.9333    1     -2.1484   -91.0106  -104.9326   -11.3890   129.7475    21.7052
     690   22.9667    1     -2.1452   -91.0186  -104.9662   -11.2657   129.7370    21.6558
     691   23.0000    1     -2.1445   -91.0229  -104.9808   -11.2104   129.7345    21.6342
     692   23.0333    1     -2.1420   -91.0293  -105.0071   -11.1139   129.7263    21.5955
     693   23.0667    1     -2.1404   -91.0353  -105.0289   -11.0324   129.7210    21.5631
     694   23.1000    1     -2.1395   -91.0433  -105.0538   -10.9369   129.7180    21.5260
     695   23.1333    1     -2.1394   -91.0476  -105.0659   -10.8895   129.7177    21.5079
     696   23.1667    1     -2.1405   -91.0589  -105.0925   -10.7818   129.7214    21.4679
     697   23.2000    1     -2.1415   -91.0693  -105.1167   -10.6835   129.7247    21.4313
     698   23.2333    1     -2.1410   -91.0758  -105.1355   -10.6101   129.7230    21.4028
     699   23.2667    1     -2.1398   -91.0763  -105.1408   -10.5921   129.7193    21.3948
     700   23.3000    1     -2.1386   -91.0752  -105.1421   -10.5905   129.7152    21.3931
     701   23.3333    1     -2.1403   -91.0770  -105.1409   -10.5908   129.7210    21.3948
     702   23.3667    1     -2.1405   -91.0768  -105.1398   -10.5944   129.7215    21.3963
     703   23.4000    1     -2.1398   -91.0760  -105.1402   -10.5948   129.7190    21.3958
     704   23.4333    1     -2.1402   -91.0768  -105.1409   -10.5909   129.7204    21.3947
     705   23.4667    1     -2.1396   -91.0761  -105.1411   -10.5918   129.7184    21.3945
     706   23.5000    1     -2.1394   -91.0760  -105.1413   -10.5913   129.7180    21.3942
     707   23.5333    1     -2.1397   -91.0762  -105.1409   -10.5922   129.7188    21.3947
     708   23.5667    1     -2.1394   -91.0765  -105.1428   -10.5854   129.7179    21.3919
     709   23.6000    1     -2.1403   -91.0788  -105.1459   -10.5710   129.7206    21.3871
     710   23.6333    1     -2.1386   -91.0810  -105.1572   -10.5306   129.7153    21.3702
     711   23.6667    1     -2.1391   -91.0866  -105.1705   -10.4766   129.7168    21.3499
     712   23.7000    1     -2.1407   -91.0903  -105.1746   -10.4559   129.7221    21.3434
     713   23.7333    1     -2.1449   -91.0969  -105.1776   -10.4327   129.7360    21.3383
     714   23.7667    1     -2.1470   -91.1020  -105.1841   -10.4015   129.7427    21.3282
     715   23.8000    1     -2.1466   -91.1029  -105.1877   -10.3881   129.7416    21.3227
     716   23.8333    1     -2.1449   -91.1029  -105.1935   -10.3695   129.7359    21.3140
     717   23.8667    1     -2.1455   -91.1050  -105.1968   -10.3547   129.7380    21.3089
     718   23.9000    1     -2.1481   -91.1098  -105.2007   -10.3323   129.7464    21.3026
     719   23.9333    1     -2.1487   -91.1122  -105.2048   -10.3144   129.7484    21.2962
     720   23.9667    1     -2.1487   -91.1155  -105.2133   -10.2808   129.7484    21.2833
     721   24.0000    1     -2.1465   -91.1194  -105.2305   -10.2179   129.7413    21.2571
     722   24.0333    1     -2.1435   -91.1279  -105.2621   -10.0991   129.7313    21.2085
     723   24.0667    1     -2.1417   -91.1331  -105.2811   -10.0279   129.7255    21.1793
     724   24.1000    1     -2.1374   -91.1453  -105.3259    -9.8596   129.7112    21.1101
     725   24.1333    1     -2.1332   -91.1594  -105.3742    -9.6761   129.6975    21.0349
     726   24.1667    1     -2.1315   -91.1673  -105.3987    -9.5813   129.6921    20.9965
     727   24.2000    1     -2.1287   -91.1806  -105.4401    -9.4213   129.6827    20.9313
     728   24.2333    1     -2.1265   -91.1905  -105.4709    -9.3020   129.6753    20.8825
     729   24.2667    1     -2.1247   -91.1941  -105.4850    -9.2495   129.6694    20.8602
     730   24.3000    1     -2.1223   -91.2030  -105.5136    -9.1392   129.6617    20.8147
     731   24.3333    1     -2.1211   -91.2126  -105.5397    -9.0358   129.6578    20.7729
     732   24.3667    1     -2.1216   -91.2239  -105.5647    -8.9319   129.6595    20.7323
     733   24.4000    1     -2.1230   -91.2305  -105.5757    -8.8830   129.6640    20.7141
     734   24.4333    1     -2.1278   -91.2440  -105.5924    -8.8009   129.6797    20.6858
     735   24.4667    1     -2.1324   -91.2548  -105.6032    -8.7436   129.6950    20.6672
     736   24.5000    1     -2.1336   -91.2570  -105.6048    -8.7336   129.6986    20.6642
     737   24.5333    1     -2.1318   -91.2545  -105.6044    -8.7404   129.6928    20.6653
     738   24.5667    1     -2.1324   -91.2547  -105.6028    -8.7450   129.6950    20.6677
     739   24.6000    1     -2.1353   -91.2576  -105.6006    -8.7461   129.7045    20.6708
     740   24.6333    1     -2.1356   -91.2573  -105.5992    -8.7510   129.7054    20.6729
     741   24.6667    1     -2.1348   -91.2568  -105.6005    -8.7483   129.7027    20.6711
     742   24.7000    1     -2.1341   -91.2558  -105.6004    -8.7504   129.7003    20.6713
     743   24.7333    1     -2.1317   -91.2535  -105.6024    -8.7490   129.6924    20.6686
     744   24.7667    1     -2.1311   -91.2531  -105.6032    -8.7472   129.6908    20.6674
     745   24.8000    1     -2.1329   -91.2553  -105.6027    -8.7443   129.6966    20.6679
     746   24.8333    1     -2.1325   -91.2560  -105.6054    -8.7340   129.6953    20.6634
     747   24.8667    1     -2.1323   -91.2559  -105.6061    -8.7319   129.6944    20.6624
     748   24.9000    1     -2.1343   -91.2577  -105.6043    -8.7340   129.7009    20.6650
     749   24.9333    1     -2.1351   -91.2587  -105.6039    -8.7330   129.7037    20.6653
     750   24.9667    1     -2.1354   -91.2589  -105.6035    -8.7339   129.7045    20.6659
     751   25.0000    1     -2.1358   -91.2582  -105.6007    -8.7443   129.7061    20.6705
     752   25.0333    1     -2.1415   -91.2632  -105.5949    -8.7523   129.7247    20.6787
     753   25.0667    1     -2.1528   -91.2759  -105.5895    -8.7430   129.7619    20.6851
     754   25.1000    1     -2.1610   -91.2855  -105.5867    -8.7314   129.7888    20.6878
     755   25.1333    1     -2.1810   -91.3089  -105.5792    -8.7059   129.8545    20.6956
     756   25.1667    1     -2.2088   -91.3377  -105.5603    -8.7055   129.9460    20.7206
     757   25.2000    1     -2.2263   -91.3551  -105.5465    -8.7129   130.0038    20.7395
     758   25.2333    1     -2.2645   -91.3939  -105.5184    -8.7203   130.1297    20.7774
     759   25.2667    1     -2.3003   -91.4307  -105.4923    -8.7260   130.2481    20.8129
     760   25.3000    1     -2.3263   -91.4597  -105.4782    -8.7098   130.3344    20.8308
     761   25.3333    1     -2.3348   -91.4705  -105.4767    -8.6916   130.3624    20.8315
     762   25.3667    1     -2.3409   -91.4797  -105.4788    -8.6650   130.3827    20.8266
     763   25.4000    1     -2.3369   -91.4743  -105.4787    -8.6771   130.3695    20.8277
     764   25.4333    1     -2.3343   -91.4714  -105.4800    -8.6789   130.3609    20.8260
     765   25.4667    1     -2.3302   -91.4679  -105.4849    -8.6705   130.3471    20.8187
     766   25.5000    1     -2.3277   -91.4655  -105.4871    -8.6687   130.3390    20.8157
     767   25.5333    1     -2.3260   -91.4644  -105.4896    -8.6630   130.3334    20.8118
     768   25.5667    1     -2.3202   -91.4620  -105.5020    -8.6283   130.3142    20.7925
     769   25.6000    1     -2.3127   -91.4619  -105.5244    -8.5561   130.2894    20.7567
     770   25.6333    1     -2.2906   -91.4521  -105.5695    -8.4321   130.2161    20.6864
     771   25.6667    1     -2.2733   -91.4414  -105.5978    -8.3636   130.1591    20.6430
     772   25.7000    1     -2.2334   -91.4144  -105.6574    -8.2298   130.0273    20.5526
     773   25.7333    1     -2.1853   -91.3791  -105.7227    -8.0957   129.8688    20.4552
     774   25.7667    1     -2.1581   -91.3577  -105.7564    -8.0335   129.7792    20.4058
     775   25.8000    1     -2.1007   -91.3133  -105.8279    -7.8995   129.5910    20.3011
     776   25.8333    1     -2.0482   -91.2781  -105.9041    -7.7316   129.4191    20.1876
     777   25.8667    1     -1.9987   -91.2492  -105.9844    -7.5370   129.2573    20.0665
     778   25.9000    1     -1.9803   -91.2382  -106.0133    -7.4686   129.1974    20.0232
     779   25.9333    1     -1.9512   -91.2214  -106.0604    -7.3545   129.1023    19.9523
     780   25.9667    1     -1.9177   -91.2091  -106.1287    -7.1634   128.9934    19.8466
     781   26.0000    1     -1.8974   -91.1998  -106.1659    -7.0650   128.9274    19.7897
     782   26.0333    1     -1.8490   -91.1751  -106.2487    -6.8549   128.7705    19.6643
     783   26.0667    1     -1.7962   -91.1547  -106.3510    -6.5740   128.5996    19.5065
     784   26.1000    1     -1.7350   -91.1318  -106.4696    -6.2477   128.4019    19.3237
     785   26.1333    1     -1.7013   -91.1153  -106.5264    -6.1036   128.2933    19.2379
     786   26.1667    1     -1.6251   -91.0742  -106.6455    -5.8165   128.0483    19.0606
     787   26.2000    1     -1.5467   -91.0330  -106.7684    -5.5187   127.7971    18.8782
     788   26.2333    1     -1.5109   -91.0173  -106.8294    -5.3608   127.6828    18.7860
     789   26.2667    1     -1.4413   -90.9857  -106.9448    -5.0670   127.4609    18.6129
     790   26.3000    1     -1.3906   -90.9615  -107.0258    -4.8656   127.2995    18.4924
     791   26.3333    1     -1.3729   -90.9547  -107.0567    -4.7836   127.2433    18.4455
     792   26.3667    1     -1.3498   -90.9412  -107.0885    -4.7137   127.1701    18.4000
     793   26.4000    1     -1.3463   -90.9254  -107.0681    -4.8126   127.1588    18.4392
     794   26.4333    1     -1.3589   -90.9218  -107.0303    -4.9393   127.1989    18.5013
     795   26.4667    1     -1.3666   -90.9244  -107.0160    -4.9782   127.2233    18.5230
     796   26.5000    1     -1.3925   -90.9430  -106.9867    -5.0294   127.3055    18.5626
     797   26.5333    1     -1.4181   -90.9714  -106.9759    -5.0005   127.3871    18.5685
     798   26.5667    1     -1.4302   -90.9855  -106.9720    -4.9818   127.4256    18.5692
     799   26.6000    1     -1.4527   -91.0137  -106.9685    -4.9307   127.4972    18.5637
     800   26.6333    1     -1.4702   -91.0326  -106.9599    -4.9157   127.5530    18.5699
     801   26.6667    1     -1.4770   -91.0367  -106.9508    -4.9353   127.5745    18.5830
     802   26.7000    1     -1.4798   -91.0380  -106.9462    -4.9471   127.5835    18.5900
     803   26.7333    1     -1.4821   -91.0410  -106.9462    -4.9405   127.5907    18.5888
     804   26.7667    1     -1.4690   -91.0242  -106.9474    -4.9738   127.5491    18.5934
     805   26.8000    1     -1.4561   -91.0050  -106.9439    -5.0272   127.5080    18.6067
     806   26.8333    1     -1.4522   -91.0001  -106.9446    -5.0357   127.4956    18.6075
     807   26.8667    1     -1.4409   -90.9854  -106.9455    -5.0654   127.4594    18.6119
     808   26.9000    1     -1.4239   -90.9619  -106.9438    -5.1225   127.4054    18.6238
     809   26.9333    1     -1.4199   -90.9563  -106.9432    -5.1366   127.3928    18.6269
     810   26.9667    1     -1.4240   -90.9618  -106.9434    -5.1240   127.4056    18.6245
     811   27.0000    1     -1.4258   -90.9630  -106.9412    -5.1282   127.4115    18.6275
     812   27.0333    1     -1.4236   -90.9590  -106.9392    -5.1434   127.4044    18.6323
     813   27.0667    1     -1.4246   -90.9575  -106.9337    -5.1641   127.4077    18.6417
     814   27.1000    1     -1.4303   -90.9640  -106.9316    -5.1563   127.4258    18.6425
     815   27.1333    1     -1.4335   -90.9740  -106.9425    -5.0998   127.4361    18.6211
     816   27.1667    1     -1.4342   -90.9772  -106.9468    -5.0796   127.4381    18.6131
     817   27.2000    1     -1.4346   -90.9779  -106.9472    -5.0764   127.4393    18.6120
     818   27.2333    1     -1.4324   -90.9740  -106.9453    -5.0910   127.4325    18.6166
     819   27.2667    1     -1.4308   -90.9712  -106.9440    -5.1016   127.4274    18.6199
     820   27.3000    1     -1.4311   -90.9674  -106.9362    -5.1345   127.4282    18.6339
     821   27.3333    1     -1.4326   -90.9638  -106.9257    -5.1752   127.4330    18.6520
     822   27.3667    1     -1.4275   -90.9522  -106.9166    -5.2296   127.4167    18.6712
     823   27.4000    1     -1.4261   -90.9475  -106.9112    -5.2567   127.4124    18.6815
     824   27.4333    1     -1.4282   -90.9445  -106.9002    -5.2978   127.4190    18.7002
     825   27.4667    1     -1.4303   -90.9423  -106.8907    -5.3325   127.4259    18.7163
     826   27.5000    1     -1.4291   -90.9379  -106.8853    -5.3591   127.4219    18.7265
     827   27.5333    1     -1.4258   -90.9279  -106.8745    -5.4150   127.4116    18.7475
     828   27.5667    1     -1.4211   -90.9182  -106.8680    -5.4567   127.3965    18.7615
     829   27.6000    1     -1.4104   -90.9021  -106.8642    -5.5038   127.3624    18.7735
     830   27.6333    1     -1.4033   -90.8914  -106.8614    -5.5361   127.3399    18.7819
     831   27.6667    1     -1.3828   -90.8593  -106.8514    -5.6377   127.2746    18.8096
     832   27.7000    1     -1.3577   -90.8206  -106.8397    -5.7585   127.1950    18.8421
     833   27.7333    1     -1.3452   -90.7998  -106.8307    -5.8320   127.1554    18.8637
     834   27.7667    1     -1.3145   -90.7493  -106.8091    -6.0090   127.0579    18.9153
     835   27.8000    1     -1.2717   -90.6814  -106.7824    -6.2390   126.9227    18.9802
     836   27.8333    1     -1.2205   -90.6040  -106.7562    -6.4871   126.7609    19.0465
     837   27.8667    1     -1.1938   -90.5671  -106.7494    -6.5873   126.6765    19.0692
     838   27.9000    1     -1.1453   -90.5022  -106.7400    -6.7550   126.5237    19.1045
     839   27.9333    1     -1.1098   -90.4501  -106.7220    -6.9215   126.4123    19.1482
     840   27.9667    1     -1.0914   -90.4261  -106.7193    -6.9806   126.3543    19.1597
     841   28.0000    1     -1.0566   -90.3842  -106.7205    -7.0654   126.2453    19.1710
     842   28.0333    1     -1.0309   -90.3556  -106.7265    -7.1073   126.1648    19.1710
     843   28.0667    1     -1.0173   -90.3400  -106.7286    -7.1338   126.1222    19.1728
     844   28.1000    1     -1.0158   -90.3392  -106.7309    -7.1281   126.1174    19.1695
     845   28.1333    1     -1.0180   -90.3415  -106.7302    -7.1256   126.1242    19.1699
     846   28.1667    1     -1.0217   -90.3444  -106.7266    -7.1306   126.1358    19.1743
     847   28.2000    1     -1.0223   -90.3447  -106.7255    -7.1335   126.1379    19.1759
     848   28.2333    1     -1.0202   -90.3425  -106.7263    -7.1354   126.1312    19.1753
     849   28.2667    1     -1.0182   -90.3405  -106.7273    -7.1368   126.1248    19.1745
     850   28.3000    1     -1.0179   -90.3398  -106.7265    -7.1405   126.1240    19.1759
     851   28.3333    1     -1.0189   -90.3392  -106.7226    -7.1539   126.1271    19.1819
     852   28.3667    1     -1.0151   -90.3315  -106.7155    -7.1921   126.1153    19.1948
     853   28.4000    1     -1.0143   -90.3277  -106.7094    -7.2192   126.1126    19.2051
     854   28.4333    1     -1.0153   -90.3266  -106.7040    -7.2381   126.1160    19.2134
     855   28.4667    1     -1.0184   -90.3249  -106.6921    -7.2787   126.1254    19.2316
     856   28.5000    1     -1.0143   -90.3214  -106.6951    -7.2767   126.1127    19.2282
     857   28.5333    1     -1.0127   -90.3205  -106.6976    -7.2708   126.1077    19.2248
     858   28.5667    1     -1.0128   -90.3129  -106.6803    -7.3403   126.1080    19.2527
     859   28.6000    1     -1.0188   -90.3091  -106.6552    -7.4258   126.1268    19.2908
     860   28.6333    1     -1.0272   -90.3000  -106.6115    -7.5802   126.1531    19.3580
     861   28.6667    1     -1.0305   -90.2908  -106.5811    -7.6937   126.1635    19.4054
     862   28.7000    1     -1.0368   -90.2680  -106.5104    -7.9599   126.1832    19.5153
     863   28.7333    1     -1.0466   -90.2509  -106.4419    -8.2073   126.2139    19.6196
     864   28.7667    1     -1.0506   -90.2430  -106.4117    -8.3172   126.2264    19.6656
     865   28.8000    1     -1.0544   -90.2279  -106.3638    -8.4965   126.2384    19.7387
     866   28.8333    1     -1.0517   -90.2161  -106.3428    -8.5857   126.2298    19.7718
     867   28.8667    1     -1.0473   -90.2097  -106.3398    -8.6083   126.2159    19.7777
     868   28.9000    1     -1.0458   -90.2089  -106.3422    -8.6027   126.2112    19.7746
     869   28.9333    1     -1.0477   -90.2120  -106.3444    -8.5892   126.2172    19.7705
     870   28.9667    1     -1.0507   -90.2150  -106.3430    -8.5876   126.2267    19.7719
     871   29.0000    1     -1.0538   -90.2165  -106.3375    -8.6012   126.2366    19.7794
     872   29.0333    1     -1.0624   -90.2211  -106.3240    -8.6335   126.2634    19.7977
     873   29.0667    1     -1.0723   -90.2300  -106.3170    -8.6369   126.2945    19.8057
     874   29.1000    1     -1.0898   -90.2472  -106.3085    -8.6279   126.3493    19.8139
     875   29.1333    1     -1.1007   -90.2582  -106.3039    -8.6195   126.3836    19.8179
     876   29.1667    1     -1.1271   -90.2852  -106.2933    -8.5966   126.4667    19.8269
     877   29.2000    1     -1.1586   -90.3161  -106.2773    -8.5823   126.5656    19.8427
     878   29.2333    1     -1.1792   -90.3362  -106.2665    -8.5744   126.6305    19.8537
     879   29.2667    1     -1.2206   -90.3800  -106.2524    -8.5276   126.7610    19.8639
     880   29.3000    1     -1.2608   -90.4224  -106.2377    -8.4854   126.8880    19.8754
     881   29.3333    1     -1.3045   -90.4672  -106.2182    -8.4532   127.0264    19.8936
     882   29.3667    1     -1.3280   -90.4927  -106.2107    -8.4235   127.1010    19.8987
     883   29.4000    1     -1.3703   -90.5395  -106.1990    -8.3627   127.2350    19.9050
     884   29.4333    1     -1.4122   -90.5777  -106.1677    -8.3807   127.3683    19.9427
     885   29.4667    1     -1.4310   -90.5957  -106.1557    -8.3805   127.4279    19.9563
     886   29.5000    1     -1.4621   -90.6260  -106.1364    -8.3777   127.5270    19.9781
     887   29.5333    1     -1.4813   -90.6432  -106.1210    -8.3900   127.5882    19.9972
     888   29.5667    1     -1.4908   -90.6500  -106.1092    -8.4130   127.6185    20.0134
     889   29.6000    1     -1.5120   -90.6652  -106.0828    -8.4639   127.6863    20.0494
     890   29.6333    1     -1.5237   -90.6765  -106.0753    -8.4640   127.7236    20.0582
     891   29.6667    1     -1.5316   -90.6864  -106.0753    -8.4430   127.7491    20.0559
     892   29.7000    1     -1.5343   -90.6888  -106.0731    -8.4450   127.7575    20.0587
     893   29.7333    1     -1.5355   -90.6883  -106.0684    -8.4608   127.7613    20.0658
     894   29.7667    1     -1.5366   -90.6856  -106.0587    -8.4970   127.7649    20.0810
     895   29.8000    1     -1.5401   -90.6861  -106.0496    -8.5245   127.7761    20.0945
     896   29.8333    1     -1.5485   -90.6866  -106.0263    -8.5965   127.8028    20.1293
     897   29.8667    1     -1.5575   -90.6856  -105.9971    -8.6905   127.8316    20.1732
     898   29.9000    1     -1.5733   -90.6899  -105.9603    -8.7968   127.8823    20.2271
     899   29.9333    1     -1.5823   -90.6927  -105.9401    -8.8548   127.9110    20.2568
     900   29.9667    1     -1.5987   -90.6929  -105.8911    -9.0082   127.9639    20.3296
     901   30.0000    1     -1.6135   -90.6921  -105.8439    -9.1582   128.0113    20.3998
     902   30.0333    1     -1.6267   -90.6920  -105.8034    -9.2855   128.0535    20.4597
     903   30.0667    1     -1.6303   -90.6897  -105.7868    -9.3426   128.0650    20.4847
     904   30.1000    1     -1.6360   -90.6872  -105.7625    -9.4240   128.0835    20.5210
     905   30.1333    1     -1.6377   -90.6873  -105.7578    -9.4384   128.0888    20.5278
     906   30.1667    1     -1.6384   -90.6879  -105.7571    -9.4395   128.0910    20.5288
     907   30.2000    1     -1.6383   -90.6878  -105.7569    -9.4404   128.0909    20.5291
     908   30.2333    1     -1.6391   -90.6866  -105.7515    -9.4596   128.0934    20.5372
     909   30.2667    1     -1.6399   -90.6854  -105.7462    -9.4791   128.0958    20.5453
     910   30.3000    1     -1.6435   -90.6855  -105.7350    -9.5138   128.1075    20.5617
     911   30.3333    1     -1.6470   -90.6848  -105.7224    -9.5548   128.1189    20.5804
     912   30.3667    1     -1.6520   -90.6809  -105.6970    -9.6427   128.1348    20.6184
     913   30.4000    1     -1.6580   -90.6799  -105.6753    -9.7131   128.1541    20.6504
     914   30.4333    1     -1.6710   -90.6741  -105.6194    -9.9007   128.1959    20.7331
     915   30.4667    1     -1.6818   -90.6605  -105.5489   -10.1499   128.2307    20.8376
     916   30.5000    1     -1.6875   -90.6514  -105.5064   -10.3019   128.2489    20.9003
     917   30.5333    1     -1.6998   -90.6322  -105.4137   -10.6319   128.2884    21.0360
     918   30.5667    1     -1.7149   -90.6102  -105.3018   -11.0277   128.3370    21.1981
     919   30.6000    1     -1.7303   -90.5857  -105.1777   -11.4658   128.3869    21.3753
     920   30.6333    1     -1.7369   -90.5706  -105.1102   -11.7077   128.4080    21.4709
     921   30.6667    1     -1.7508   -90.5392  -104.9643   -12.2266   128.4529    21.6745
     922   30.7000    1     -1.7648   -90.5127  -104.8278   -12.7057   128.4981    21.8618
     923   30.7333    1     -1.7707   -90.5010  -104.7672   -12.9181   128.5170    21.9439
     924   30.7667    1     -1.7811   -90.4821  -104.6635   -13.2789   128.5507    22.0832
     925   30.8000    1     -1.7870   -90.4650  -104.5812   -13.5688   128.5697    22.1924
     926   30.8333    1     -1.7916   -90.4489  -104.5054   -13.8359   128.5848    22.2918
     927   30.8667    1     -1.7935   -90.4400  -104.4659   -13.9763   128.5907    22.3433
     928   30.9000    1     -1.8016   -90.4260  -104.3802   -14.2698   128.6172    22.4542
     929   30.9333    1     -1.8151   -90.4155  -104.2832   -14.5919   128.6607    22.5788
     930   30.9667    1     -1.8208   -90.4087  -104.2324   -14.7626   128.6791    22.6434
     931   31.0000    1     -1.8331   -90.3962  -104.1283   -15.1104   128.7188    22.7749
     932   31.0333    1     -1.8517   -90.3930  -104.0306   -15.4201   128.7792    22.8978
     933   31.0667    1     -1.8632   -90.3945  -103.9833   -15.5643   128.8166    22.9573
     934   31.1000    1     -1.8868   -90.3987  -103.8896   -15.8480   128.8931    23.0746
     935   31.1333    1     -1.9106   -90.4029  -103.7928   -16.1411   128.9703    23.1949
     936   31.1667    1     -1.9345   -90.4071  -103.6931   -16.4432   129.0480    23.3177
     937   31.2000    1     -1.9445   -90.4079  -103.6460   -16.5881   129.0807    23.3752
     938   31.2333    1     -1.9598   -90.4037  -103.5476   -16.9010   129.1305    23.4934
     939   31.2667    1     -1.9716   -90.3972  -103.4532   -17.2053   129.1689    23.6049
     940   31.3000    1     -1.9763   -90.3936  -103.4102   -17.3451   129.1841    23.6553
     941   31.3333    1     -1.9846   -90.3876  -103.3331   -17.5945   129.2114    23.7448
     942   31.3667    1     -1.9916   -90.3825  -103.2675   -17.8067   129.2342    23.8205
     943   31.4000    1     -1.9935   -90.3782  -103.2337   -17.9187   129.2402    23.8587
     944   31.4333    1     -1.9955   -90.3677  -103.1657   -18.1472   129.2467    23.9348
     945   31.4667    1     -1.9902   -90.3479  -103.0863   -18.4271   129.2297    24.0207
     946   31.5000    1     -1.9798   -90.3205  -102.9918   -18.7656   129.1956    24.1202
     947   31.5333    1     -1.9731   -90.3049  -102.9408   -18.9493   129.1739    24.1730
     948   31.5667    1     -1.9599   -90.2739  -102.8345   -19.3286   129.1310    24.2817
     949   31.6000    1     -1.9486   -90.2459  -102.7279   -19.7030   129.0940    24.3895
     950   31.6333    1     -1.9354   -90.2193  -102.6391   -20.0192   129.0511    24.4766
     951   31.6667    1     -1.9271   -90.2062  -102.6067   -20.1399   129.0241    24.5069
     952   31.7000    1     -1.9132   -90.1838  -102.5478   -20.3569   128.9788    24.5620
     953   31.7333    1     -1.8991   -90.1650  -102.5146   -20.4892   128.9329    24.5906
     954   31.7667    1     -1.8843   -90.1499  -102.5147   -20.5135   128.8849    24.5854
     955   31.8000    1     -1.8773   -90.1436  -102.5212   -20.5042   128.8623    24.5766
     956   31.8333    1     -1.8635   -90.1315  -102.5370   -20.4759   128.8175    24.5562
     957   31.8667    1     -1.8456   -90.1155  -102.5541   -20.4500   128.7594    24.5332
     958   31.9000    1     -1.8350   -90.1061  -102.5646   -20.4337   128.7253    24.5193
     959   31.9333    1     -1.8124   -90.0875  -102.5986   -20.3609   128.6519    24.4779
     960   31.9667    1     -1.7881   -90.0695  -102.6490   -20.2373   128.5734    24.4195
     961   32.0000    1     -1.7754   -90.0609  -102.6819   -20.1512   128.5323    24.3824
     962   32.0333    1     -1.7490   -90.0461  -102.7694   -19.9100   128.4471    24.2856
     963   32.0667    1     -1.7207   -90.0323  -102.8759   -19.6088   128.3558    24.1682
     964   32.1000    1     -1.6927   -90.0199  -102.9855   -19.2960   128.2657    24.0469
     965   32.1333    1     -1.6789   -90.0136  -103.0370   -19.1501   128.2211    23.9894
     966   32.1667    1     -1.6563   -90.0054  -103.1327   -18.8721   128.1485    23.8828
     967   32.2000    1     -1.6320   -89.9956  -103.2266   -18.6028   128.0706    23.7770
     968   32.2333    1     -1.6219   -89.9920  -103.2680   -18.4829   128.0380    23.7303
     969   32.2667    1     -1.6061   -89.9868  -103.3331   -18.2932   127.9875    23.6566
     970   32.3000    1     -1.5962   -89.9804  -103.3558   -18.2351   127.9556    23.6299
     971   32.3333    1     -1.5889   -89.9729  -103.3560   -18.2472   127.9323    23.6280
     972   32.3667    1     -1.5763   -89.9588  -103.3489   -18.2933   127.8921    23.6331
     973   32.4000    1     -1.5558   -89.9378  -103.3499   -18.3265   127.8262    23.6277
     974   32.4333    1     -1.5271   -89.9087  -103.3515   -18.3714   127.7344    23.6198
     975   32.4667    1     -1.5090   -89.8910  -103.3560   -18.3880   127.6767    23.6113
     976   32.5000    1     -1.4703   -89.8522  -103.3595   -18.4439   127.5531    23.5996
     977   32.5333    1     -1.4337   -89.8154  -103.3610   -18.5025   127.4366    23.5906
     978   32.5667    1     -1.3949   -89.7765  -103.3616   -18.5671   127.3132    23.5823
     979   32.6000    1     -1.3783   -89.7593  -103.3584   -18.6061   127.2603    23.5824
     980   32.6333    1     -1.3523   -89.7321  -103.3508   -18.6756   127.1778    23.5854
     981   32.6667    1     -1.3319   -89.7120  -103.3525   -18.7045   127.1132    23.5797
     982   32.7000    1     -1.3279   -89.7067  -103.3434   -18.7411   127.1006    23.5885
     983   32.7333    1     -1.3299   -89.7040  -103.3133   -18.8364   127.1067    23.6205
     984   32.7667    1     -1.3313   -89.7017  -103.2892   -18.9129   127.1112    23.6460
     985   32.8000    1     -1.3302   -89.6986  -103.2756   -18.9592   127.1077    23.6600
     986   32.8333    1     -1.3294   -89.6965  -103.2668   -18.9895   127.1054    23.6691
     987   32.8667    1     -1.3302   -89.6993  -103.2807   -18.9427   127.1078    23.6547
     988   32.9000    1     -1.3312   -89.7008  -103.2837   -18.9311   127.1110    23.6517
     989   32.9333    1     -1.3321   -89.7025  -103.2887   -18.9133   127.1139    23.6467
     990   32.9667    1     -1.3297   -89.7029  -103.3074   -18.8562   127.1063    23.6267
     991   33.0000    1     -1.3320   -89.7066  -103.3172   -18.8203   127.1133    23.6168
     992   33.0333    1     -1.3352   -89.7107  -103.3223   -18.7979   127.1237    23.6121
     993   33.0667    1     -1.3357   -89.7126  -103.3318   -18.7659   127.1254    23.6022
     994   33.1000    1     -1.3300   -89.7087  -103.3435   -18.7373   127.1071    23.5888
