# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B003  (3238 frames @ 30 Hz)
# El UR5 permanece ESTATICO: en JIGSAWS el trocar y la camara
# estan fijos, de modo que el fulcro es constante y la misma
# pose se repite en todos los frames (se incluye una fila por
# frame para alinear con los archivos de PSM).
# Fulcro: [0.110112, -0.04358, 0.422241] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.472911, -0.421284, 0.0] m
# IK del UR5: OK (0.0008 mm)
#  frame      t(s)     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
     835   27.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     836   27.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     837   27.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     838   27.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     839   27.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     840   27.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     841   28.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     842   28.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     843   28.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     844   28.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     845   28.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     846   28.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     847   28.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     848   28.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     849   28.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     850   28.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     851   28.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     852   28.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     853   28.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     854   28.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     855   28.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     856   28.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     857   28.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     858   28.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     859   28.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     860   28.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     861   28.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     862   28.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     863   28.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     864   28.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     865   28.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     866   28.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     867   28.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     868   28.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     869   28.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     870   28.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     871   29.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     872   29.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     873   29.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     874   29.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     875   29.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     876   29.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     877   29.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     878   29.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     879   29.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     880   29.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     881   29.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     882   29.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     883   29.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     884   29.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     885   29.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     886   29.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     887   29.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     888   29.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     889   29.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     890   29.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     891   29.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     892   29.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     893   29.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     894   29.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     895   29.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     896   29.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     897   29.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     898   29.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     899   29.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     900   29.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     901   30.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     902   30.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     903   30.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     904   30.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     905   30.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     906   30.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     907   30.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     908   30.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     909   30.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     910   30.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     911   30.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     912   30.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     913   30.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     914   30.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     915   30.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     916   30.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     917   30.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     918   30.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     919   30.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     920   30.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     921   30.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     922   30.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     923   30.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     924   30.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     925   30.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     926   30.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     927   30.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     928   30.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     929   30.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     930   30.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     931   31.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     932   31.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     933   31.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     934   31.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     935   31.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     936   31.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     937   31.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     938   31.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     939   31.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     940   31.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     941   31.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     942   31.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     943   31.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     944   31.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     945   31.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     946   31.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     947   31.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     948   31.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     949   31.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     950   31.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     951   31.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     952   31.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     953   31.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     954   31.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     955   31.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     956   31.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     957   31.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     958   31.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     959   31.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     960   31.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     961   32.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     962   32.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     963   32.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     964   32.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     965   32.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     966   32.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     967   32.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     968   32.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     969   32.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     970   32.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     971   32.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     972   32.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     973   32.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     974   32.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     975   32.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     976   32.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     977   32.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     978   32.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     979   32.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     980   32.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     981   32.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     982   32.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     983   32.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     984   32.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     985   32.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     986   32.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     987   32.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     988   32.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     989   32.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     990   32.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     991   33.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     992   33.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     993   33.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     994   33.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     995   33.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     996   33.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     997   33.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     998   33.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
     999   33.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1000   33.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1001   33.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1002   33.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1003   33.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1004   33.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1005   33.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1006   33.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1007   33.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1008   33.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1009   33.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1010   33.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1011   33.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1012   33.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1013   33.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1014   33.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1015   33.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1016   33.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1017   33.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1018   33.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1019   33.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1020   33.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1021   34.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1022   34.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1023   34.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1024   34.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1025   34.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1026   34.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1027   34.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1028   34.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1029   34.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1030   34.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1031   34.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1032   34.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1033   34.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1034   34.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1035   34.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1036   34.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1037   34.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1038   34.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1039   34.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1040   34.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1041   34.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1042   34.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1043   34.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1044   34.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1045   34.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1046   34.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1047   34.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1048   34.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1049   34.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1050   34.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1051   35.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1052   35.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1053   35.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1054   35.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1055   35.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1056   35.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1057   35.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1058   35.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1059   35.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1060   35.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1061   35.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1062   35.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1063   35.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1064   35.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1065   35.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1066   35.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1067   35.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1068   35.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1069   35.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1070   35.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1071   35.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1072   35.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1073   35.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1074   35.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1075   35.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1076   35.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1077   35.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1078   35.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1079   35.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1080   35.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1081   36.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1082   36.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1083   36.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1084   36.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1085   36.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1086   36.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1087   36.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1088   36.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1089   36.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1090   36.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1091   36.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1092   36.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1093   36.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1094   36.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1095   36.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1096   36.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1097   36.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1098   36.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1099   36.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1100   36.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1101   36.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1102   36.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1103   36.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1104   36.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1105   36.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1106   36.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1107   36.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1108   36.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1109   36.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1110   36.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1111   37.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1112   37.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1113   37.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1114   37.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1115   37.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1116   37.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1117   37.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1118   37.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1119   37.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1120   37.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1121   37.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1122   37.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1123   37.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1124   37.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1125   37.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1126   37.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1127   37.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1128   37.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1129   37.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1130   37.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1131   37.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1132   37.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1133   37.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1134   37.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1135   37.8000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1136   37.8333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1137   37.8667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1138   37.9000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1139   37.9333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1140   37.9667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1141   38.0000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1142   38.0333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1143   38.0667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1144   38.1000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1145   38.1333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1146   38.1667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1147   38.2000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1148   38.2333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1149   38.2667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1150   38.3000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1151   38.3333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1152   38.3667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1153   38.4000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1154   38.4333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1155   38.4667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1156   38.5000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1157   38.5333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1158   38.5667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1159   38.6000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1160   38.6333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1161   38.6667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1162   38.7000      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1163   38.7333      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
    1164   38.7667      7.6959   -86.3955   -85.8200   -75.4663   123.0387    51.8673
