# Posiciones articulares (matriz) del PSM derecho
# Trial JIGSAWS: Needle_Passing_B001  (3438 frames @ 30 Hz)
# q1-q2-q4-q5-q6-q7 en grados; q3 (insercion) en metros
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida; en la animacion salen en rojo)
# modo de mapeo del gripper: crudo
# IK OK 100.00 %, error mediana 0.00000 mm, maximo 0.00100 mm, margen minimo 0.2989
#  frame      t(s)  gesto   IK  sat     q1(deg)    q2(deg)      q3(m)    q4(deg)    q5(deg)    q6(deg)    q7(deg)    err(mm)
     913   30.4000     G6    1    0    -40.3998    25.5648   0.184607    40.5811   -36.1427     4.9723     0.0000    0.00000
     914   30.4333     G6    1    0    -40.4751    25.6441   0.184755    41.7960   -36.4834     4.6682     0.0000    0.00000
     915   30.4667     G6    1    0    -40.5271    25.7639   0.184792    42.6106   -36.8053     4.5176     0.0000    0.00000
     916   30.5000     G6    1    0    -40.5565    25.8376   0.184797    43.0149   -37.0075     4.5077     0.0000    0.00000
     917   30.5333     G6    1    0    -40.5875    25.9781   0.184713    43.6849   -37.0233     4.5471     0.0000    0.00000
     918   30.5667     G6    1    0    -40.5818    26.1456   0.184493    43.8315   -36.6681     4.8109     0.0000    0.00000
     919   30.6000     G6    1    0    -40.5323    26.3405   0.184216    43.5416   -36.0378     4.9839     0.0000    0.00000
     920   30.6333     G6    1    0    -40.4987    26.4457   0.184056    43.3965   -35.6681     5.0577     0.0000    0.00079
     921   30.6667     G6    1    0    -40.4197    26.6803   0.183747    42.6557   -34.8958     5.4748     0.0000    0.00000
     922   30.7000     G6    1    0    -40.3565    26.8840   0.183405    42.3145   -34.1225     5.7048     0.0000    0.00000
     923   30.7333     G6    1    0    -40.3196    26.9835   0.183253    41.7745   -33.7871     5.9955     0.0000    0.00000
     924   30.7667     G6    1    0    -40.2589    27.1606   0.182946    40.8114   -33.2731     6.4280     0.0000    0.00000
     925   30.8000     G6    1    0    -40.1895    27.2705   0.182503    40.2548   -32.4873     6.7071     0.0000    0.00000
     926   30.8333     G6    1    0    -40.1175    27.3842   0.182017    39.3441   -31.7992     7.1141     0.0000    0.00000
     927   30.8667     G6    1    0    -40.0869    27.4549   0.181743    38.9112   -31.5848     7.2535     0.0000    0.00000
     928   30.9000     G6    1    0    -40.0327    27.5973   0.181206    38.0368   -31.0805     7.5658     0.0000    0.00000
     929   30.9333     G6    1    0    -39.9716    27.7298   0.180585    37.1354   -30.2397     7.9285     0.0000    0.00000
     930   30.9667     G6    1    0    -39.9291    27.8064   0.180284    36.2813   -29.8034     8.3021     0.0000    0.00000
     931   31.0000     G6    1    0    -39.9065    27.9725   0.179756    35.7391   -29.4408     8.6205     0.0000    0.00000
     932   31.0333     G6    1    0    -39.8929    28.1206   0.179248    34.8483   -28.9849     9.1151     0.0000    0.00000
     933   31.0667     G6    1    0    -39.8733    28.1852   0.178990    34.0572   -28.5820     9.4574     0.0000    0.00000
     934   31.1000     G6    1    0    -39.8394    28.2794   0.178415    33.1242   -27.5623     9.8767     0.0000    0.00000
     935   31.1333     G6    1    0    -39.8326    28.4177   0.177979    32.2345   -27.0480    10.2034     0.0000    0.00000
     936   31.1667     G6    1    0    -39.7962    28.5487   0.177479    30.6294   -26.2254    10.8092     0.0000    0.00000
     937   31.2000     G6    1    0    -39.7647    28.5913   0.177191    29.8267   -25.6057    11.1290     0.0000    0.00000
     938   31.2333     G6    1    0    -39.6656    28.7073   0.176652    28.1876   -24.4558    11.2293     0.0000    0.00000
     939   31.2667     G6    1    0    -39.5790    28.8122   0.176027    26.1773   -23.3350    11.8486     0.0000    0.00000
     940   31.3000     G6    1    0    -39.5328    28.8560   0.175686    25.3734   -22.7737    11.9674     0.0000    0.00000
     941   31.3333     G6    1    0    -39.4285    28.9209   0.174965    23.7896   -21.5527    11.9943     0.0000    0.00000
     942   31.3667     G6    1    0    -39.3080    28.9312   0.174154    22.1755   -19.9792    11.9433     0.0000    0.00000
     943   31.4000     G6    1    0    -39.2552    28.9372   0.173757    21.0993   -19.2120    12.2270     0.0000    0.00000
     944   31.4333     G6    1    0    -39.1405    28.9625   0.172997    19.3369   -17.8252    12.2988     0.0000    0.00000
     945   31.4667     G6    1    0    -38.9959    28.9885   0.172241    17.7507   -16.2681    12.1686     0.0000    0.00000
     946   31.5000     G6    1    0    -38.8635    29.0460   0.171512    16.3052   -14.8800    12.2712     0.0000    0.00000
     947   31.5333     G6    1    0    -38.7901    29.0940   0.171155    15.4639   -14.2864    12.2439     0.0000    0.00000
     948   31.5667     G6    1    0    -38.6790    29.1703   0.170464    14.5222   -13.0518    12.4372     0.0000    0.00000
     949   31.6000     G6    1    0    -38.5581    29.2650   0.169829    13.2766   -11.9419    12.3753     0.0000    0.00000
     950   31.6333     G6    1    0    -38.4383    29.2921   0.169178    12.1096   -10.5237    12.3666     0.0000    0.00000
     951   31.6667     G6    1    0    -38.3869    29.2880   0.168871    11.7154    -9.8757    12.4073     0.0000    0.00000
     952   31.7000     G6    1    0    -38.3038    29.3050   0.168358    10.9341    -8.9356    12.4890     0.0000    0.00000
     953   31.7333     G6    1    0    -38.2093    29.2845   0.167958     9.8690    -7.9942    12.3351     0.0000    0.00000
     954   31.7667     G6    1    0    -38.0939    29.1916   0.167666     8.8440    -6.8781    11.7596     0.0000    0.00000
     955   31.8000     G6    1    0    -38.0065    29.1413   0.167532     8.4688    -6.3624    10.9212     0.0000    0.00000
     956   31.8333     G6    1    0    -37.9030    29.0556   0.167340     7.0728    -5.5510    10.3309     0.0000    0.00000
     957   31.8667     G6    1    0    -37.8322    28.9678   0.167136     6.0914    -4.8207    10.2611     0.0000    0.00000
     958   31.9000     G6    1    0    -37.7945    28.9305   0.167029     5.7626    -4.5519    10.1970     0.0000    0.00000
     959   31.9333     G6    1    0    -37.7076    28.7831   0.166796     4.4715    -3.4924    10.0449     0.0000    0.00000
     960   31.9667     G6    1    0    -37.6211    28.5880   0.166563     2.8603    -2.2223     9.8590     0.0000    0.00000
     961   32.0000     G6    1    0    -37.5798    28.4629   0.166454     1.5721    -1.4167     9.7712     0.0000    0.00000
     962   32.0333     G6    1    0    -37.5021    28.1365   0.166259    -1.3301     0.5707     9.4078     0.0000    0.00001
     963   32.0667     G4    1    0    -37.4201    27.7365   0.166175    -3.8907     2.8686     8.6048     0.0000    0.00001
     964   32.1000     G4    1    0    -37.3676    27.3864   0.166170    -6.4667     4.6621     7.9317     0.0000    0.00001
     965   32.1333     G4    1    0    -37.3483    27.2256   0.166208    -7.7545     5.4776     7.6142     0.0000    0.00000
     966   32.1667     G4    1    0    -37.3083    26.9439   0.166337    -9.7119     6.7664     6.8119     0.0000    0.00000
     967   32.2000     G4    1    0    -37.2584    26.6236   0.166534   -12.3673     8.4269     5.4420     0.0000    0.00001
     968   32.2333     G4    1    0    -37.2361    26.4554   0.166627   -13.6720     9.3737     4.5776     0.0000    0.00000
     969   32.2667     G4    1    0    -37.1669    26.1203   0.166843   -15.2875    11.3528     2.4064     0.0000    0.00002
     970   32.3000     G4    1    0    -37.1123    25.9046   0.167050   -16.5397    12.8785     0.5929     0.0000    0.00001
     971   32.3333     G4    1    0    -37.0955    25.8354   0.167090   -17.3497    13.5146    -0.0621     0.0000    0.00000
     972   32.3667     G4    1    0    -37.0678    25.7288   0.167176   -18.9752    14.6091    -1.3259     0.0000    0.00001
     973   32.4000     G4    1    0    -36.9976    25.6270   0.167277   -19.2128    15.5283    -2.2349     0.0000    0.00000
     974   32.4333     G4    1    0    -36.8684    25.5710   0.167381   -19.8231    15.9721    -3.6270     0.0000    0.00000
     975   32.4667     G4    1    0    -36.8024    25.5175   0.167464   -20.3448    16.3885    -4.4601     0.0000    0.00000
     976   32.5000     G4    1    0    -36.6333    25.4220   0.167593   -20.7719    17.1511    -6.2129     0.0000    0.00000
     977   32.5333     G4    1    0    -36.4704    25.3496   0.167744   -21.1986    17.7369    -7.8559     0.0000    0.00000
     978   32.5667     G4    1    0    -36.2933    25.3435   0.167841   -21.5458    17.7396    -9.1892     0.0000    0.00000
     979   32.6000     G4    1    0    -36.2045    25.3861   0.167839   -21.6285    17.3638    -9.6421     0.0000    0.00000
     980   32.6333     G4    1    0    -36.0230    25.4476   0.167817   -21.1174    16.8020   -10.6400     0.0000    0.00000
     981   32.6667     G4    1    0    -35.9086    25.4314   0.167790   -21.0466    16.8546   -11.5682     0.0000    0.00000
     982   32.7000     G4    1    0    -35.8652    25.4307   0.167763   -20.8535    16.9523   -11.9841     0.0000    0.00000
     983   32.7333     G4    1    0    -35.7738    25.4725   0.167756   -20.3850    16.8536   -12.9985     0.0000    0.00000
     984   32.7667     G4    1    0    -35.7058    25.4706   0.167861   -19.2641    17.2084   -13.5306     0.0000    0.00000
     985   32.8000     G4    1    0    -35.6606    25.5002   0.167934   -18.9943    17.1058   -13.8908     0.0000    0.00000
     986   32.8333     G4    1    0    -35.5900    25.5166   0.168187   -19.1479    16.9611   -14.9393     0.0000    0.00000
     987   32.8667     G4    1    0    -35.5349    25.4289   0.168516   -18.7376    17.5000   -15.9889     0.0000    0.00000
     988   32.9000     G4    1    0    -35.4715    25.4080   0.168753   -18.2715    17.5947   -16.8078     0.0000    0.00000
     989   32.9333     G4    1    0    -35.4358    25.4100   0.168845   -17.9742    17.4711   -17.1755     0.0000    0.00000
     990   32.9667     G4    1    0    -35.3984    25.3608   0.168970   -17.7937    17.6184   -17.7317     0.0000    0.00000
     991   33.0000     G4    1    0    -35.3704    25.3149   0.169047   -17.9397    17.8006   -18.5309     0.0000    0.00000
     992   33.0333     G4    1    0    -35.3498    25.2822   0.169134   -17.7003    18.0006   -18.9858     0.0000    0.00000
     993   33.0667     G4    1    0    -35.3059    25.2480   0.169227   -17.4569    18.1346   -19.6705     0.0000    0.00000
     994   33.1000     G4    1    0    -35.2523    25.2378   0.169337   -16.8041    18.1202   -19.8844     0.0000    0.00000
     995   33.1333     G4    1    0    -35.2194    25.2095   0.169417   -16.1196    18.2603   -19.9279     0.0000    0.00000
     996   33.1667     G4    1    0    -35.2088    25.2285   0.169391   -16.0318    18.0167   -19.9568     0.0000    0.00021
     997   33.2000     G4    1    0    -35.1914    25.2188   0.169402   -15.6834    18.0802   -20.0263     0.0000    0.00018
     998   33.2333     G4    1    0    -35.1780    25.2095   0.169401   -14.9940    18.2584   -19.9609     0.0000    0.00000
     999   33.2667     G4    1    0    -35.1869    25.2054   0.169387   -14.9856    18.2716   -19.9405     0.0000    0.00001
    1000   33.3000     G4    1    0    -35.1887    25.1845   0.169374   -14.6107    18.3428   -19.9794     0.0000    0.00016
    1001   33.3333     G4    1    0    -35.2045    25.1416   0.169418   -14.2354    18.5310   -19.8331     0.0000    0.00000
    1002   33.3667     G4    1    0    -35.2066    25.0912   0.169462   -13.7594    18.5029   -19.7461     0.0000    0.00029
    1003   33.4000     G4    1    0    -35.2094    25.0415   0.169500   -13.3935    18.6919   -19.6397     0.0000    0.00000
    1004   33.4333     G4    1    0    -35.1965    25.0035   0.169536   -12.9128    18.5824   -19.7227     0.0000    0.00061
    1005   33.4667     G4    1    0    -35.1969    25.0006   0.169543   -12.8435    18.4482   -19.6293     0.0000    0.00010
    1006   33.5000     G4    1    0    -35.1938    25.0001   0.169545   -12.8467    18.4553   -19.6282     0.0000    0.00000
    1007   33.5333     G4    1    0    -35.2025    25.0064   0.169556   -12.8427    18.4649   -19.5915     0.0000    0.00001
    1008   33.5667     G4    1    0    -35.2091    24.9973   0.169627   -12.4956    18.6042   -19.4575     0.0000    0.00000
    1009   33.6000     G4    1    0    -35.2083    25.0164   0.169643   -12.4340    18.4302   -19.3508     0.0000    0.00012
    1010   33.6333     G4    1    0    -35.2169    25.0081   0.169712   -12.4253    18.4670   -19.3318     0.0000    0.00001
    1011   33.6667     G4    1    0    -35.2166    25.0013   0.169784   -12.0747    18.5749   -19.2013     0.0000    0.00012
    1012   33.7000     G4    1    0    -35.2117    25.0121   0.169815   -11.6914    18.5590   -19.0035     0.0000    0.00000
    1013   33.7333     G4    1    0    -35.2068    25.0285   0.169813   -11.2985    18.4940   -18.7988     0.0000    0.00000
    1014   33.7667     G4    1    0    -35.2126    25.0475   0.169888   -11.2437    18.3528   -18.6922     0.0000    0.00008
    1015   33.8000     G4    1    0    -35.2037    25.0395   0.170000   -10.9058    18.4902   -18.5696     0.0000    0.00000
    1016   33.8333     G4    1    0    -35.1963    25.0558   0.170042   -10.5122    18.4307   -18.3563     0.0000    0.00000
    1017   33.8667     G4    1    0    -35.1945    25.0793   0.170250   -10.4583    18.2913   -18.2363     0.0000    0.00010
    1018   33.9000     G4    1    0    -35.1815    25.0636   0.170478   -10.1113    18.4403   -18.1094     0.0000    0.00000
    1019   33.9333     G4    1    0    -35.1734    25.0751   0.170734   -10.0443    18.3105   -17.9734     0.0000    0.00012
    1020   33.9667     G4    1    0    -35.1637    25.0630   0.170877    -9.6995    18.4349   -17.8624     0.0000    0.00013
    1021   34.0000     G4    1    0    -35.1535    25.0571   0.171105    -9.2631    18.3606   -17.7822     0.0000    0.00037
    1022   34.0333     G4    1    0    -35.1470    25.0292   0.171225    -8.7537    18.1344   -17.6704     0.0000    0.00000
    1023   34.0667     G4    1    0    -35.1492    25.0144   0.171235    -8.6106    17.8381   -17.6885     0.0000    0.00040
    1024   34.1000     G4    1    0    -35.1456    24.9244   0.171244    -7.7183    17.7153   -17.5440     0.0000    0.00000
    1025   34.1333     G4    1    0    -35.1233    24.8717   0.171213    -6.8635    17.5248   -17.2562     0.0000    0.00000
    1026   34.1667     G4    1    0    -35.0912    24.8505   0.171181    -6.7829    17.3052   -17.3891     0.0000    0.00025
    1027   34.2000     G4    1    0    -35.0848    24.8431   0.171166    -6.7860    17.3233   -17.3974     0.0000    0.00001
    1028   34.2333     G4    1    0    -35.0735    24.8523   0.171151    -6.7801    17.2619   -17.5518     0.0000    0.00005
    1029   34.2667     G4    1    0    -35.0821    24.8560   0.171141    -6.7767    17.2651   -17.5262     0.0000    0.00001
    1030   34.3000     G4    1    0    -35.0854    24.8570   0.171144    -6.7737    17.2715   -17.5053     0.0000    0.00000
    1031   34.3333     G4    1    0    -35.0856    24.8512   0.171162    -6.7657    17.2900   -17.4766     0.0000    0.00000
    1032   34.3667     G4    1    0    -35.0900    24.8476   0.171200    -6.7564    17.3063   -17.4453     0.0000    0.00000
    1033   34.4000     G4    1    0    -35.0970    24.8455   0.171218    -6.7490    17.3137   -17.4291     0.0000    0.00000
    1034   34.4333     G4    1    0    -35.0886    24.8505   0.171237    -6.7360    17.2536   -17.5880     0.0000    0.00005
    1035   34.4667     G4    1    0    -35.0908    24.8312   0.171252    -6.7190    17.2816   -17.5727     0.0000    0.00001
    1036   34.5000     G4    1    0    -35.0925    24.7918   0.171280    -6.6849    17.3355   -17.5525     0.0000    0.00004
    1037   34.5333     G4    1    0    -35.0788    24.7717   0.171346    -6.6528    17.3147   -17.6919     0.0000    0.00006
    1038   34.5667     G4    1    0    -35.0774    24.7640   0.171386    -6.6463    17.3251   -17.6916     0.0000    0.00000
    1039   34.6000     G4    1    0    -35.0813    24.7504   0.171438    -6.6298    17.3498   -17.6696     0.0000    0.00001
    1040   34.6333     G4    1    0    -35.0898    24.7372   0.171481    -6.6113    17.3745   -17.6426     0.0000    0.00001
    1041   34.6667     G4    1    0    -35.1031    24.7154   0.171543    -6.5125    17.2474   -17.5167     0.0000    0.00013
    1042   34.7000     G4    1    0    -35.0871    24.7398   0.171585    -6.4222    16.9416   -17.3707     0.0000    0.00034
    1043   34.7333     G4    1    0    -35.0575    24.7919   0.171696    -6.0399    16.7129   -16.8468     0.0000    0.00000
    1044   34.7667     G4    1    0    -35.0304    24.8057   0.171751    -6.0471    16.6406   -16.7052     0.0000    0.00008
    1045   34.8000     G4    1    0    -34.9584    24.8042   0.171869    -6.1155    16.7007   -16.6429     0.0000    0.00021
    1046   34.8333     G4    1    0    -34.9129    24.8019   0.171974    -6.1384    16.7011   -16.6880     0.0000    0.00008
    1047   34.8667     G4    1    0    -34.9051    24.7887   0.171998    -6.1317    16.7178   -16.6912     0.0000    0.00001
    1048   34.9000     G4    1    0    -34.9066    24.7659   0.171992    -6.0920    16.6987   -16.8207     0.0000    0.00005
    1049   34.9333     G4    1    0    -34.9423    24.7429   0.171950    -6.0535    16.7306   -16.7792     0.0000    0.00006
    1050   34.9667     G4    1    0    -34.9687    24.7453   0.171876    -6.0204    16.6818   -16.8888     0.0000    0.00006
    1051   35.0000     G4    1    0    -34.9890    24.7422   0.171851    -6.0062    16.6875   -16.8674     0.0000    0.00002
    1052   35.0333     G4    1    0    -35.0235    24.7175   0.171774    -6.0332    16.8829   -16.9057     0.0000    0.00015
    1053   35.0667     G4    1    0    -35.0433    24.7281   0.171696    -6.0069    16.8055   -17.0320     0.0000    0.00007
    1054   35.1000     G4    1    0    -35.0656    24.7155   0.171650    -6.0354    16.9425   -17.0743     0.0000    0.00007
    1055   35.1333     G4    1    0    -35.0741    24.7141   0.171600    -6.0458    16.9754   -17.0971     0.0000    0.00001
    1056   35.1667     G4    1    0    -35.0942    24.7380   0.171517    -6.0507    16.9376   -17.0750     0.0000    0.00006
    1057   35.2000     G4    1    0    -35.1024    24.7801   0.171469    -6.1455    17.0393   -17.1637     0.0000    0.00014
    1058   35.2333     G4    1    0    -35.1016    24.8202   0.171452    -6.1769    16.9878   -17.1732     0.0000    0.00005
    1059   35.2667     G4    1    0    -35.0854    24.9020   0.171434    -6.2485    16.8811   -17.1944     0.0000    0.00019
    1060   35.3000     G4    1    0    -35.0717    24.9420   0.171458    -6.3527    17.0042   -17.2756     0.0000    0.00013
    1061   35.3333     G4    1    0    -35.0663    24.9671   0.171456    -6.3726    16.9574   -17.2940     0.0000    0.00002
    1062   35.3667     G4    1    0    -35.0744    24.9987   0.171431    -6.3911    16.9128   -17.2920     0.0000    0.00003
    1063   35.4000     G4    1    0    -35.0981    24.9899   0.171334    -6.4420    17.0869   -17.3607     0.0000    0.00013
    1064   35.4333     G4    1    0    -35.1359    24.9871   0.171165    -6.4155    17.0668   -17.3310     0.0000    0.00011
    1065   35.4667     G4    1    0    -35.1542    24.9919   0.171095    -6.4101    17.0597   -17.3163     0.0000    0.00003
    1066   35.5000     G4    1    0    -35.1985    25.0100   0.170924    -6.4234    17.0855   -17.1390     0.0000    0.00020
    1067   35.5333     G4    1    0    -35.2325    25.0369   0.170836    -6.4881    17.2040   -17.1914     0.0000    0.00017
    1068   35.5667     G4    1    0    -35.2502    25.0604   0.170778    -6.4962    17.1727   -17.1803     0.0000    0.00004
    1069   35.6000     G4    1    0    -35.2896    25.0837   0.170698    -6.4911    17.1494   -17.1378     0.0000    0.00009
    1070   35.6333     G4    1    0    -35.3351    25.0898   0.170668    -6.7818    16.9958   -17.3344     0.0000    0.00000
    1071   35.6667     G4    1    0    -35.3891    25.0777   0.170651    -6.7376    17.0214   -17.2672     0.0000    0.00008
    1072   35.7000     G4    1    0    -35.4180    25.0762   0.170649    -6.7162    17.0342   -17.2198     0.0000    0.00002
    1073   35.7333     G4    1    0    -35.4687    25.0606   0.170701    -7.0455    17.0750   -17.4644     0.0000    0.00000
    1074   35.7667     G4    1    0    -35.5238    25.0563   0.170708    -7.2378    17.0050   -17.4855     0.0000    0.00012
    1075   35.8000     G4    1    0    -35.5529    25.0544   0.170684    -7.3183    16.9820   -17.4771     0.0000    0.00002
    1076   35.8333     G4    1    0    -35.6147    25.0557   0.170616    -7.6130    16.8968   -17.4845     0.0000    0.00011
    1077   35.8667     G4    1    0    -35.6580    25.0560   0.170563    -7.5623    16.8534   -17.5704     0.0000    0.00009
    1078   35.9000     G4    1    0    -35.7078    25.0531   0.170486    -7.8643    16.7630   -17.6082     0.0000    0.00011
    1079   35.9333     G4    1    0    -35.7318    25.0481   0.170423    -7.8475    16.7689   -17.5883     0.0000    0.00003
    1080   35.9667     G4    1    0    -35.7822    25.0579   0.170293    -8.1588    16.6648   -17.6203     0.0000    0.00011
    1081   36.0000     G4    1    0    -35.8240    25.0787   0.170197    -8.1503    16.6458   -17.5754     0.0000    0.00011
    1082   36.0333     G4    1    0    -35.8522    25.0946   0.170147    -8.4784    16.5307   -17.6354     0.0000    0.00018
    1083   36.0667     G4    1    0    -35.9128    25.1099   0.170027    -8.7860    16.4227   -17.6552     0.0000    0.00012
    1084   36.1000     G4    1    0    -35.9610    25.1229   0.169947    -8.7669    16.4178   -17.5965     0.0000    0.00010
    1085   36.1333     G4    1    0    -35.9831    25.1267   0.169909    -8.7565    16.4181   -17.5696     0.0000    0.00002
    1086   36.1667     G4    1    0    -36.0195    25.1355   0.169830    -8.7416    16.4139   -17.5289     0.0000    0.00007
    1087   36.2000     G4    1    0    -36.0307    25.1531   0.169755    -8.7508    16.3880   -17.5297     0.0000    0.00003
    1088   36.2333     G4    1    0    -36.0182    25.1650   0.169681    -8.7703    16.3656   -17.5521     0.0000    0.00003
    1089   36.2667     G4    1    0    -36.0143    25.1680   0.169650    -8.7758    16.3601   -17.5570     0.0000    0.00000
    1090   36.3000     G4    1    0    -36.0129    25.1623   0.169598    -8.7748    16.3611   -17.5675     0.0000    0.00001
    1091   36.3333     G4    1    0    -36.0188    25.1650   0.169593    -9.1066    16.2550   -17.6579     0.0000    0.00019
    1092   36.3667     G4    1    0    -36.0204    25.1533   0.169596    -9.0957    16.2707   -17.6517     0.0000    0.00000
    1093   36.4000     G4    1    0    -36.0212    25.1491   0.169597    -9.0910    16.2800   -17.6415     0.0000    0.00000
    1094   36.4333     G4    1    0    -36.0237    25.1294   0.169602    -9.0737    16.3069   -17.6319     0.0000    0.00001
    1095   36.4667     G4    1    0    -36.0293    25.1059   0.169612    -9.0511    16.3406   -17.6154     0.0000    0.00002
    1096   36.5000     G4    1    0    -36.0321    25.1155   0.169589    -8.9922    16.1706   -17.5207     0.0000    0.00012
    1097   36.5333     G4    1    0    -36.0374    25.0860   0.169585    -8.9726    16.2197   -17.5213     0.0000    0.00003
    1098   36.5667     G4    1    0    -36.0440    25.0567   0.169589    -8.8860    16.1076   -17.4274     0.0000    0.00011
    1099   36.6000     G4    1    0    -36.0503    25.0087   0.169594    -8.8462    16.1758   -17.4060     0.0000    0.00006
    1100   36.6333     G4    1    0    -36.0533    24.9969   0.169597    -8.8349    16.1922   -17.3987     0.0000    0.00000
    1101   36.6667     G4    1    0    -36.0516    25.0074   0.169566    -8.7853    16.0276   -17.3198     0.0000    0.00011
    1102   36.7000     G4    1    0    -36.0475    25.0076   0.169524    -8.7909    16.0275   -17.3286     0.0000    0.00000
    1103   36.7333     G4    1    0    -36.0499    25.0086   0.169502    -8.7902    16.0282   -17.3222     0.0000    0.00000
    1104   36.7667     G4    1    0    -36.0707    25.0162   0.169468    -8.7481    15.9400   -17.0673     0.0000    0.00014
    1105   36.8000     G4    1    0    -36.0737    25.0397   0.169486    -8.7037    15.7496   -16.9949     0.0000    0.00012
    1106   36.8333     G4    1    0    -36.0758    25.0645   0.169487    -8.6588    15.5618   -16.9113     0.0000    0.00012
    1107   36.8667     G4    1    0    -36.0818    25.0623   0.169579    -8.6567    15.5984   -16.8865     0.0000    0.00001
    1108   36.9000     G4    1    0    -36.1044    25.0470   0.169747    -8.9558    15.5501   -16.9002     0.0000    0.00017
    1109   36.9333     G4    1    0    -36.1270    25.0050   0.169929    -9.2331    15.5374   -16.9040     0.0000    0.00022
    1110   36.9667     G4    1    0    -36.1302    24.9823   0.169956    -9.2121    15.5711   -16.8883     0.0000    0.00001
    1111   37.0000     G4    1    0    -36.1602    24.9289   0.169978    -9.1983    15.7758   -16.5412     0.0000    0.00032
    1112   37.0333     G4    1    0    -36.2272    24.9222   0.170013   -11.0724    15.3151   -16.3517     0.0000    0.00000
    1113   37.0667     G4    1    0    -36.2462    24.9426   0.170030   -12.1166    14.8216   -16.3457     0.0000    0.00000
    1114   37.1000     G2    1    0    -36.2597    24.9782   0.169967   -12.3852    14.3848   -16.0821     0.0000    0.00000
    1115   37.1333     G2    1    0    -36.3354    25.0292   0.169682   -12.9853    13.8947   -15.5493     0.0000    0.00000
    1116   37.1667     G2    1    0    -36.4319    25.0567   0.169361   -13.3016    13.7171   -14.7525     0.0000    0.00000
    1117   37.2000     G2    1    0    -36.4644    25.1128   0.169176   -13.2652    13.4468   -14.2484     0.5284    0.00000
    1118   37.2333     G2    1    0    -36.4831    25.2638   0.168800   -13.5277    12.5894   -13.5611     3.1199    0.00000
    1119   37.2667     G2    1    0    -36.5099    25.2962   0.168455   -13.5828    12.5704   -12.7657     4.7385    0.00000
    1120   37.3000     G2    1    0    -36.5482    25.2581   0.168327   -13.6268    12.9070   -12.2329     5.3747    0.00000
    1121   37.3333     G2    1    0    -36.5375    25.2338   0.168016   -13.6650    13.0966   -11.9386     7.2740    0.00026
    1122   37.3667     G2    1    0    -36.4730    25.2303   0.167611   -13.7088    13.0836   -11.9840     8.3780    0.00044
    1123   37.4000     G2    1    0    -36.4324    25.2512   0.167075   -13.6414    12.8034   -11.5184     8.2376    0.00000
    1124   37.4333     G2    1    0    -36.4187    25.2902   0.166769   -13.5279    12.4334   -10.9635     7.4517    0.00000
    1125   37.4667     G2    1    0    -36.3781    25.4250   0.166131   -13.1557    11.2656    -9.4352     6.6004    0.00000
    1126   37.5000     G2    1    0    -36.3423    25.5918   0.165290   -12.7852    10.0313    -7.8480     6.8810    0.00000
    1127   37.5333     G2    1    0    -36.3181    25.6517   0.164828   -12.6349     9.5004    -7.3211     6.1700    0.00000
    1128   37.5667     G2    1    0    -36.2859    25.7734   0.164081   -12.3548     8.5031    -6.1405     3.1387    0.00000
    1129   37.6000     G2    1    0    -36.2257    25.9156   0.163360   -11.4492     7.4489    -5.1222     2.3995    0.00000
    1130   37.6333     G2    1    0    -36.2161    25.9979   0.162607   -11.3185     6.9207    -4.1108     2.4089    0.00000
    1131   37.6667     G2    1    0    -36.2136    25.9992   0.162252   -10.2547     6.9374    -3.5370     1.9224    0.00000
    1132   37.7000     G2    1    0    -36.1877    26.0338   0.161706    -8.4394     6.5504    -2.6364     1.3985    0.00000
    1133   37.7333     G2    1    0    -36.1982    26.1234   0.161326    -7.5500     5.5719    -1.6297     4.0181    0.00000
    1134   37.7667     G2    1    0    -36.2231    26.1653   0.161209    -7.4214     4.9991    -1.1354     5.9454    0.00000
    1135   37.8000     G2    1    0    -36.2772    26.1961   0.161067    -7.1669     4.0198    -0.1930     9.9778    0.00000
    1136   37.8333     G2    1    0    -36.3200    26.1939   0.161034    -7.0303     3.5672     0.4986    12.2419    0.00000
    1137   37.8667     G2    1    0    -36.3389    26.1953   0.161056    -7.0049     3.4975     0.7561    13.8511    0.00012
    1138   37.9000     G2    1    0    -36.3587    26.2296   0.161107    -6.9776     3.2557     1.0984    16.8356    0.00000
    1139   37.9333     G2    1    0    -36.3890    26.2191   0.161167    -6.9615     3.4279     1.4403    18.7068    0.00025
    1140   37.9667     G2    1    0    -36.4580    26.1827   0.161188    -6.9111     3.8872     2.4290    20.3909    0.00000
    1141   38.0000     G2    1    0    -36.4911    26.1680   0.161174    -6.8874     4.1015     2.9006    20.7464    0.00000
    1142   38.0333     G2    1    0    -36.5184    26.1907   0.161043    -6.8961     4.3201     3.4860    19.2214    0.00000
    1143   38.0667     G2    1    0    -36.4543    26.2850   0.160701    -7.0243     4.3818     3.4265    14.9177    0.00078
    1144   38.1000     G2    1    0    -36.3113    26.4783   0.160295    -7.2153     4.0592     3.1535     8.7335    0.00000
    1145   38.1333     G2    1    0    -36.2273    26.5870   0.160146    -7.3233     3.8857     3.0045     6.3384    0.00068
    1146   38.1667     G2    1    0    -36.0630    26.8044   0.159956    -7.5362     3.6209     2.8951     4.3269    0.00000
    1147   38.2000     G2    1    0    -35.8892    26.9886   0.159831    -7.7306     3.4029     2.7961     3.4287    0.00000
