# Posiciones articulares (matriz) del PSM derecho
# Trial JIGSAWS: Needle_Passing_B003  (3238 frames @ 30 Hz)
# q1-q2-q4-q5-q6-q7 en grados; q3 (insercion) en metros
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida; en la animacion salen en rojo)
# modo de mapeo del gripper: crudo
# IK OK 100.00 %, error mediana 0.00000 mm, maximo 0.00100 mm, margen minimo 0.5193
#  frame      t(s)  gesto   IK  sat     q1(deg)    q2(deg)      q3(m)    q4(deg)    q5(deg)    q6(deg)    q7(deg)    err(mm)
     492   16.3667      -    1    0    -25.9772     5.1633   0.154280   -21.3048     0.3957    -5.3861     0.0000    0.00000
     493   16.4000      -    1    0    -25.9980     5.1529   0.154272   -21.3003     0.5126    -5.2381     0.0000    0.00008
     494   16.4333      -    1    0    -26.0023     5.1530   0.154270   -21.3003     0.5149    -5.2329     0.0000    0.00000
     495   16.4667      -    1    0    -26.0101     5.1525   0.154269   -21.3007     0.5209    -5.2222     0.0000    0.00000
     496   16.5000      -    1    0    -26.0134     5.1507   0.154275   -21.3000     0.5269    -5.2156     0.0000    0.00000
     497   16.5333      -    1    0    -26.0159     5.1517   0.154285   -21.3008     0.5291    -5.2096     0.0000    0.00000
     498   16.5667      -    1    0    -26.0202     5.1517   0.154290   -21.3013     0.5329    -5.2026     0.0000    0.00000
     499   16.6000      -    1    0    -26.0241     5.1488   0.154284   -21.2999     0.5384    -5.1982     0.0000    0.00000
     500   16.6333      -    1    0    -26.0242     5.1481   0.154279   -21.3015     0.5433    -5.1929     0.0000    0.00000
     501   16.6667      -    1    0    -26.0232     5.1504   0.154279   -21.3008     0.5351    -5.2006     0.0000    0.00000
     502   16.7000      -    1    0    -26.0237     5.1458   0.154276   -21.2980     0.5404    -5.2009     0.0000    0.00000
     503   16.7333      -    1    0    -26.0276     5.1459   0.154275   -21.2982     0.5431    -5.1953     0.0000    0.00000
     504   16.7667      -    1    0    -26.0324     5.1425   0.154286   -21.2966     0.5527    -5.1857     0.0000    0.00000
     505   16.8000      -    1    0    -26.0349     5.1402   0.154287   -21.2954     0.5572    -5.1823     0.0000    0.00000
     506   16.8333      -    1    0    -26.0346     5.1376   0.154283   -21.2939     0.5596    -5.1835     0.0000    0.00000
     507   16.8667      -    1    0    -26.0347     5.1378   0.154289   -21.2942     0.5602    -5.1822     0.0000    0.00000
     508   16.9000      -    1    0    -26.0349     5.1381   0.154288   -21.2942     0.5600    -5.1819     0.0000    0.00000
     509   16.9333      -    1    0    -26.0360     5.1366   0.154272   -21.2934     0.5602    -5.1839     0.0000    0.00000
     510   16.9667      -    1    0    -26.0377     5.1332   0.154235   -21.2915     0.5600    -5.1896     0.0000    0.00000
     511   17.0000      -    1    0    -26.0376     5.1305   0.154203   -21.2897     0.5585    -5.1966     0.0000    0.00000
     512   17.0333      -    1    0    -26.0406     5.1250   0.154166   -21.2865     0.5615    -5.2008     0.0000    0.00001
     513   17.0667      -    1    0    -26.0403     5.1189   0.154148   -21.2827     0.5656    -5.2056     0.0000    0.00000
     514   17.1000      -    1    0    -26.0407     5.1128   0.154129   -21.2792     0.5708    -5.2089     0.0000    0.00000
     515   17.1333      -    1    0    -26.0433     5.1109   0.154135   -21.2783     0.5757    -5.2041     0.0000    0.00000
     516   17.1667      -    1    0    -26.0469     5.1066   0.154136   -21.2759     0.5834    -5.1991     0.0000    0.00000
     517   17.2000      -    1    0    -26.0474     5.1020   0.154133   -21.2731     0.5887    -5.1993     0.0000    0.00000
     518   17.2333      -    1    0    -26.0488     5.0975   0.154136   -21.2708     0.5957    -5.1966     0.0000    0.00000
     519   17.2667      -    1    0    -26.0516     5.0861   0.154131   -21.2637     0.6099    -5.1950     0.0000    0.00001
     520   17.3000      -    1    0    -26.0524     5.0733   0.154110   -21.2559     0.6223    -5.1993     0.0000    0.00001
     521   17.3333      -    1    0    -26.0502     5.0696   0.154068   -21.2534     0.6188    -5.2118     0.0000    0.00000
     522   17.3667      -    1    0    -26.0480     5.0687   0.154030   -21.2525     0.6126    -5.2232     0.0000    0.00000
     523   17.4000      -    1    0    -26.0431     5.0604   0.153963   -21.2471     0.6086    -5.2454     0.0000    0.00001
     524   17.4333      -    1    0    -26.0560     5.0663   0.153890   -21.2322     0.5524    -5.0162     0.0000    0.00010
     525   17.4667      -    1    0    -26.0556     5.0653   0.153856   -21.2321     0.5513    -5.0272     0.0000    0.00000
     526   17.5000      -    1    0    -26.0515     5.0595   0.153793   -21.2302     0.5505    -5.0415     0.0000    0.00001
     527   17.5333      -    1    0    -26.0479     5.0542   0.153758   -21.2265     0.5489    -5.0546     0.0000    0.00001
     528   17.5667      -    1    0    -26.0506     5.0523   0.153736   -21.2255     0.5500    -5.0555     0.0000    0.00000
     529   17.6000      -    1    0    -26.0503     5.0518   0.153731   -21.2252     0.5496    -5.0571     0.0000    0.00000
     530   17.6333      -    1    0    -26.0500     5.0513   0.153726   -21.2248     0.5492    -5.0587     0.0000    0.00000
     531   17.6667      -    1    0    -26.0680     5.0416   0.153729   -21.2223     0.6698    -4.9055     0.0000    0.00008
     532   17.7000      -    1    0    -26.0720     5.0426   0.153733   -21.2208     0.6674    -4.9052     0.0000    0.00000
     533   17.7333      -    1    0    -26.0828     5.0424   0.153736   -21.2215     0.6758    -4.8894     0.0000    0.00000
     534   17.7667      -    1    0    -26.0839     5.0393   0.153732   -21.2219     0.6840    -4.8829     0.0000    0.00000
     535   17.8000      -    1    0    -26.0832     5.0422   0.153736   -21.2234     0.6810    -4.8825     0.0000    0.00000
     536   17.8333      -    1    0    -26.0869     5.0419   0.153736   -21.2237     0.6840    -4.8772     0.0000    0.00000
     537   17.8667      -    1    0    -26.0936     5.0399   0.153718   -21.2232     0.6889    -4.8713     0.0000    0.00000
     538   17.9000      -    1    0    -26.0943     5.0416   0.153684   -21.2241     0.6827    -4.8770     0.0000    0.00000
     539   17.9333      -    1    0    -26.0933     5.0420   0.153662   -21.2241     0.6781    -4.8835     0.0000    0.00000
     540   17.9667      -    1    0    -26.0937     5.0410   0.153656   -21.2258     0.6834    -4.8780     0.0000    0.00000
     541   18.0000      -    1    0    -26.0944     5.0355   0.153664   -21.2203     0.6870    -4.8816     0.0000    0.00000
     542   18.0333      -    1    0    -26.1052     5.0223   0.153670   -21.2135     0.7117    -4.8651     0.0000    0.00001
     543   18.0667      -    1    0    -26.1141     5.0127   0.153668   -21.2085     0.7291    -4.8533     0.0000    0.00001
     544   18.1000      -    1    0    -26.1377     4.9965   0.153661   -21.1985     0.7606    -4.8272     0.0000    0.00002
     545   18.1333      -    1    0    -26.1650     4.9785   0.153643   -21.1901     0.7999    -4.7920     0.0000    0.00003
     546   18.1667      -    1    0    -26.1771     4.9680   0.153630   -21.1848     0.8193    -4.7778     0.0000    0.00001
     547   18.2000      -    1    0    -26.1932     4.9433   0.153607   -21.1711     0.8566    -4.7612     0.0000    0.00003
     548   18.2333      -    1    0    -26.1926     4.9249   0.153624   -20.8184     0.8744    -4.7547     0.0000    0.00002
     549   18.2667      -    1    0    -26.1894     4.9104   0.153633   -20.8097     0.8904    -4.7581     0.0000    0.00001
     550   18.3000      -    1    0    -26.1897     4.9109   0.153639   -20.8101     0.8908    -4.7565     0.0000    0.00000
     551   18.3333      -    1    0    -26.1904     4.9154   0.153660   -20.4714     0.8834    -4.7457     0.0000    0.00003
     552   18.3667      -    1    0    -26.1876     4.9158   0.153666   -20.4721     0.8820    -4.7481     0.0000    0.00000
     553   18.4000      -    1    0    -26.1858     4.9156   0.153661   -20.4719     0.8800    -4.7520     0.0000    0.00000
     554   18.4333      -    1    0    -26.1894     4.9148   0.153654   -20.4720     0.8827    -4.7480     0.0000    0.00000
     555   18.4667      -    1    0    -26.1885     4.9153   0.153660   -20.4723     0.8819    -4.7486     0.0000    0.00000
     556   18.5000      -    1    0    -26.1847     4.9146   0.153655   -20.4738     0.8840    -4.7487     0.0000    0.00000
     557   18.5333      -    1    0    -26.1747     4.9147   0.153657   -20.4734     0.8768    -4.7628     0.0000    0.00000
     558   18.5667      -    1    0    -26.1750     4.9112   0.153660   -20.4690     0.8771    -4.7684     0.0000    0.00000
     559   18.6000      -    1    0    -26.1823     4.9075   0.153672   -20.4674     0.8882    -4.7555     0.0000    0.00000
     560   18.6333      -    1    0    -26.1867     4.9012   0.153680   -20.4643     0.9002    -4.7473     0.0000    0.00000
     561   18.6667      -    1    0    -26.1939     4.8884   0.153687   -20.4572     0.9217    -4.7356     0.0000    0.00001
     562   18.7000      -    1    0    -26.2072     4.8835   0.153686   -20.4552     0.9367    -4.7170     0.0000    0.00001
     563   18.7333      -    1    0    -26.2287     4.8845   0.153697   -20.4555     0.9491    -4.6881     0.0000    0.00001
     564   18.7667      -    1    0    -26.2454     4.8829   0.153712   -20.4563     0.9658    -4.6599     0.0000    0.00001
     565   18.8000      -    1    0    -26.2840     4.8855   0.153747   -20.4588     0.9922    -4.6010     0.0000    0.00004
     566   18.8333      -    1    0    -26.3251     4.8440   0.153772   -20.4565     1.3257    -4.8088     0.0000    0.00039
     567   18.8667      -    1    0    -26.3428     4.8238   0.153788   -20.4534     1.4796    -4.9132     0.0000    0.00009
     568   18.9000      -    1    0    -26.3542     4.7934   0.153851   -20.4628     1.8113    -5.1614     0.0000    0.00000
     569   18.9333      -    1    0    -26.3545     4.7606   0.153914   -20.4680     2.1618    -5.2209     0.0000    0.00033
     570   18.9667      -    1    0    -26.3663     4.7500   0.153923   -20.4576     2.3431    -4.9546     0.0000    0.00020
     571   19.0000      -    1    0    -26.3526     4.7377   0.153918   -20.4443     2.6023    -4.6197     0.0000    0.00000
     572   19.0333      -    1    0    -26.2846     4.7512   0.153856   -20.4499     2.7069    -4.4874     0.0000    0.00023
     573   19.0667      -    1    0    -26.2433     4.7380   0.153734   -20.4494     3.1446    -3.9326     0.0000    0.00000
     574   19.1000      -    1    0    -26.2173     4.7320   0.153663   -20.8006     3.3503    -3.7117     0.0000    0.00000
     575   19.1333      -    1    0    -26.1417     4.7387   0.153504   -21.5282     3.5790    -3.5059     0.0000    0.00000
     576   19.1667      -    1    0    -26.0794     4.7210   0.153308   -21.5667     3.8333    -3.2285     0.0000    0.00049
     577   19.2000      -    1    0    -26.0555     4.6991   0.153212   -21.5788     3.9852    -3.0753     0.0000    0.00014
     578   19.2333      -    1    0    -25.9980     4.6681   0.153029   -21.5922     4.0266    -3.0994     0.0000    0.00024
     579   19.2667      -    1    0    -25.9769     4.6452   0.152924   -21.5811     4.0265    -3.1480     0.0000    0.00007
     580   19.3000      -    1    0    -25.9866     4.6401   0.152858   -21.5744     4.0206    -3.1610     0.0000    0.00001
     581   19.3333      -    1    0    -25.9937     4.6380   0.152835   -21.5715     4.0199    -3.1625     0.0000    0.00000
     582   19.3667      -    1    0    -26.0034     4.6346   0.152795   -21.5680     4.0213    -3.1625     0.0000    0.00001
     583   19.4000      -    1    0    -26.0097     4.6326   0.152767   -21.5650     4.0195    -3.1659     0.0000    0.00000
     584   19.4333      -    1    0    -26.0153     4.6344   0.152759   -21.5643     4.0162    -3.1650     0.0000    0.00000
     585   19.4667      -    1    0    -26.0338     4.6283   0.152742   -21.5576     4.0259    -3.1540     0.0000    0.00001
     586   19.5000      -    1    0    -26.0430     4.6256   0.152737   -21.5557     4.0348    -3.1426     0.0000    0.00000
     587   19.5333      -    1    0    -26.0448     4.6258   0.152741   -21.5560     4.0368    -3.1388     0.0000    0.00000
     588   19.5667      -    1    0    -26.0493     4.6275   0.152733   -21.5555     4.0331    -3.1389     0.0000    0.00000
     589   19.6000      -    1    0    -26.0573     4.6257   0.152716   -21.5548     4.0390    -3.1308     0.0000    0.00000
     590   19.6333      -    1    0    -26.0723     4.6213   0.152688   -21.5489     4.0421    -3.1277     0.0000    0.00001
     591   19.6667      -    1    0    -26.0843     4.6167   0.152670   -21.8884     4.0687    -3.1395     0.0000    0.00006
     592   19.7000      -    1    0    -26.0957     4.6138   0.152669   -21.8867     4.0803    -3.1233     0.0000    0.00001
     593   19.7333      -    1    0    -26.1018     4.6031   0.152679   -22.2203     4.1090    -3.1447     0.0000    0.00006
     594   19.7667      -    1    0    -26.1014     4.6015   0.152686   -22.4596     4.1258    -3.1561     0.0000    0.00002
     595   19.8000      -    1    0    -26.0965     4.6051   0.152707   -22.5641     4.1252    -3.1657     0.0000    0.00000
     596   19.8333      -    1    0    -26.0939     4.6074   0.152735   -22.5647     4.1245    -3.1635     0.0000    0.00000
     597   19.8667      -    1    0    -26.0851     4.6051   0.152727   -22.5626     4.1189    -3.1784     0.0000    0.00000
     598   19.9000      -    1    0    -26.0903     4.5967   0.152723   -22.5565     4.2299    -3.0481     0.0000    0.00006
     599   19.9333      -    1    0    -26.0725     4.5948   0.152701   -22.5568     4.2178    -3.0749     0.0000    0.00001
     600   19.9667      -    1    0    -26.0667     4.5855   0.152678   -22.5514     4.3229    -2.9587     0.0000    0.00006
     601   20.0000      -    1    0    -26.0545     4.5837   0.152681   -22.5500     4.3148    -2.9772     0.0000    0.00000
     602   20.0333      -    1    0    -26.0471     4.5748   0.152687   -22.5429     4.4175    -2.8636     0.0000    0.00006
     603   20.0667      -    1    0    -26.0396     4.5793   0.152691   -22.5472     4.4111    -2.8678     0.0000    0.00000
     604   20.1000      -    1    0    -26.0538     4.5721   0.152697   -22.5393     4.5254    -2.7274     0.0000    0.00007
     605   20.1333      -    1    0    -26.0567     4.5747   0.152701   -22.5422     4.5286    -2.7178     0.0000    0.00000
     606   20.1667      -    1    0    -26.0639     4.5797   0.152730   -22.5428     4.5274    -2.7076     0.0000    0.00000
     607   20.2000      -    1    0    -26.0684     4.5728   0.152744   -23.1920     4.5734    -2.7534     0.0000    0.00019
     608   20.2333      -    1    0    -26.0651     4.5556   0.152748   -23.2346     4.7169    -2.8749     0.0000    0.00008
     609   20.2667      -    1    0    -26.0854     4.5165   0.152763   -23.9266     5.0675    -2.8990     0.0000    0.00000
     610   20.3000      -    1    0    -26.1086     4.4554   0.152796   -24.6368     5.6888    -2.8766     0.0000    0.00000
     611   20.3333      -    1    0    -26.1000     4.3906   0.152847   -25.3896     6.3517    -3.0972     0.0000    0.00000
     612   20.3667      -    1    0    -26.1016     4.3693   0.152883   -26.1107     6.7050    -3.0942     0.0000    0.00000
     613   20.4000      -    1    0    -26.0795     4.3510   0.152944   -27.5748     7.2664    -3.2428     0.0000    0.00000
     614   20.4333      -    1    0    -26.0164     4.3560   0.152944   -29.0462     7.6060    -3.6166     0.0000    0.00000
     615   20.4667      -    1    0    -25.9604     4.3567   0.152915   -30.8527     8.0303    -4.0018     0.0000    0.00000
     616   20.5000      -    1    0    -25.9208     4.3393   0.152890   -31.2626     8.2862    -4.3340     0.0000    0.00000
     617   20.5333      -    1    0    -25.8678     4.2906   0.152824   -33.1264     8.9924    -4.9914     0.0000    0.00000
     618   20.5667      -    1    0    -25.8082     4.2331   0.152750   -34.6650     9.6050    -5.7616     0.0000    0.00000
     619   20.6000      -    1    0    -25.7787     4.2009   0.152666   -35.4315     9.8759    -6.1741     0.0000    0.00000
     620   20.6333      -    1    0    -25.6999     4.1746   0.152451   -36.8482    10.1009    -7.0307     0.0000    0.00000
     621   20.6667      -    1    0    -25.5790     4.2060   0.152242   -40.1410     9.7865    -8.7118     0.0000    0.00001
     622   20.7000      -    1    0    -25.5026     4.2059   0.152166   -41.7428     9.5704    -9.8948     0.0000    0.00000
     623   20.7333      -    1    0    -25.4097     4.1231   0.152061   -44.2926     9.7137   -12.0953     0.0000    0.00001
     624   20.7667      -    1    0    -25.3744     4.0168   0.152129   -46.9926     9.9360   -14.0929     0.0000    0.00001
     625   20.8000      -    1    0    -25.3485     3.9552   0.152249   -49.5073     9.7431   -15.8834     0.0000    0.00001
     626   20.8333      -    1    0    -25.3321     3.9378   0.152321   -49.9008     9.7212   -16.5032     0.0000    0.00000
     627   20.8667      -    1    0    -25.2971     3.9094   0.152471   -50.6966     9.7913   -17.4725     0.0000    0.00000
     628   20.9000      -    1    0    -25.2420     3.8990   0.152570   -50.7450     9.7708   -18.0005     0.0000    0.00043
     629   20.9333      -    1    0    -25.2185     3.9074   0.152592   -50.7414     9.6988   -18.0616     0.0000    0.00002
     630   20.9667      -    1    0    -25.1608     3.9414   0.152572   -50.7386     9.5256   -18.1061     0.0000    0.00014
     631   21.0000      -    1    0    -25.0917     3.9856   0.152464   -50.8010     9.4352   -18.3122     0.0000    0.00026
     632   21.0333      -    1    0    -25.0085     4.0539   0.152251   -50.8384     9.2149   -18.3592     0.0000    0.00054
     633   21.0667      -    1    0    -24.9679     4.0554   0.152109   -50.8822     9.1943   -18.5868     0.0000    0.00015
     634   21.1000      -    1    0    -24.8814     4.0075   0.151797   -50.9418     9.1842   -19.0549     0.0000    0.00068
     635   21.1333      -    1    0    -24.8084     3.9663   0.151547   -51.3385     9.2017   -19.3167     0.0000    0.00000
     636   21.1667      -    1    0    -24.7737     3.9693   0.151452   -52.0040     8.9746   -19.4409     0.0000    0.00000
     637   21.2000      -    1    0    -24.7471     3.9517   0.151331   -53.3589     8.6629   -19.8572     0.0000    0.00000
     638   21.2333      -    1    0    -24.7729     3.8865   0.151322   -55.4232     8.4102   -20.6852     0.0000    0.00000
     639   21.2667      -    1    0    -24.7615     3.8463   0.151364   -56.4079     8.1588   -21.3352     0.0000    0.00000
     640   21.3000      -    1    0    -24.7434     3.7426   0.151535   -57.5305     8.0712   -22.6392     0.7529    0.00000
     641   21.3333      -    1    0    -24.7126     3.6920   0.151644   -58.9479     7.8593   -23.7693     2.0534    0.00000
     642   21.3667      -    1    0    -24.6836     3.7080   0.151765   -61.3747     7.2077   -24.7202     3.3258    0.00000
     643   21.4000      -    1    0    -24.6748     3.7092   0.151819   -62.0772     7.0312   -25.1370     4.8882    0.00000
     644   21.4333      -    1    0    -24.6270     3.6944   0.151912   -62.4351     6.7830   -25.9237     7.5920    0.00000
     645   21.4667      -    1    0    -24.5476     3.7171   0.152069   -63.0011     6.1608   -26.4179     9.2106    0.00000
     646   21.5000      -    1    0    -24.4420     3.7487   0.152255   -63.2022     5.5462   -26.7206    12.6723    0.00000
     647   21.5333      -    1    0    -24.3873     3.7703   0.152332   -63.1929     5.4217   -26.7239    14.0850    0.00010
     648   21.5667      -    1    0    -24.2649     3.8147   0.152456   -63.5246     5.1290   -26.7711    15.0580    0.00000
     649   21.6000      -    1    0    -24.1158     3.8326   0.152541   -64.8226     4.5103   -27.0964    15.4790    0.00000
     650   21.6333      -    1    0    -24.0336     3.8519   0.152548   -65.7851     4.0243   -27.1829    15.6381    0.00000
     651   21.6667      -    1    0    -23.8718     3.8760   0.152500   -67.6164     3.1079   -27.5244    16.2369    0.00000
     652   21.7000      -    1    0    -23.7111     3.9086   0.152355   -69.1972     2.2190   -27.6178    16.3865    0.00000
     653   21.7333      -    1    0    -23.6370     3.9211   0.152287   -70.2444     1.7059   -27.6654    16.3117    0.00000
     654   21.7667      -    1    0    -23.5154     3.9144   0.152151   -71.8058     0.9051   -27.7467    15.9936    0.00000
     655   21.8000      -    1    0    -23.4071     3.9105   0.151981   -75.2304    -0.6381   -27.7800    13.8043    0.00001
     656   21.8333      -    1    0    -23.3432     3.9032   0.151824   -78.0343    -2.0585   -27.9070    12.5039    0.00001
     657   21.8667      -    1    0    -23.2998     3.8955   0.151779   -78.5204    -2.6904   -28.0104    12.3168    0.00000
     658   21.9000      -    1    0    -23.2657     3.8691   0.151773   -78.6882    -3.2201   -28.2217    12.7471    0.00000
     659   21.9333      -    1    0    -23.2687     3.8599   0.151823   -78.9953    -3.3868   -28.4312    13.1026    0.00000
     660   21.9667      -    1    0    -23.2828     3.8492   0.151873   -79.0013    -3.3679   -28.6644    13.1494    0.00008
     661   22.0000      -    1    0    -23.3228     3.8182   0.151914   -79.0022    -3.3415   -29.1031    14.1224    0.00030
     662   22.0333      -    1    0    -23.3630     3.8208   0.151931   -79.0094    -3.2647   -29.0658    14.8616    0.00004
     663   22.0667      -    1    0    -23.3851     3.8191   0.152053   -79.0142    -3.1824   -29.0654    14.9925    0.00004
     664   22.1000      -    1    0    -23.3983     3.8149   0.152125   -78.7087    -3.0071   -29.0870    15.1610    0.00024
     665   22.1333      -    1    0    -23.4400     3.8084   0.152254   -77.4480    -2.3718   -29.1505    15.4416    0.00000
     666   22.1667      -    1    0    -23.4743     3.7993   0.152357   -76.6020    -1.9337   -29.1877    15.5726    0.00000
     667   22.2000      -    1    0    -23.5011     3.7920   0.152407   -75.5696    -1.4454   -29.2233    15.5164    0.00000
     668   22.2333      -    1    0    -23.5318     3.7821   0.152546   -74.6294    -0.9630   -29.2474    15.1142    0.00000
     669   22.2667      -    1    0    -23.5642     3.7708   0.152693   -74.3166    -0.7375   -29.2538    14.9551    0.00000
     670   22.3000      -    1    0    -23.6089     3.7419   0.152851   -73.6790    -0.3555   -29.2765    15.7504    0.00000
     671   22.3333      -    1    0    -23.6142     3.7219   0.152924   -73.0025    -0.2094   -29.3070    16.5176    0.00000
     672   22.3667      -    1    0    -23.6229     3.6660   0.153080   -72.8732    -0.2545   -29.3650    17.7057    0.00021
     673   22.4000      -    1    0    -23.6280     3.5980   0.153202   -72.4448    -0.2067   -29.4408    19.0810    0.00000
     674   22.4333      -    1    0    -23.6306     3.5736   0.153251   -72.4285    -0.1802   -29.4632    19.7079    0.00002
     675   22.4667      -    1    0    -23.6452     3.5235   0.153349   -72.0909     0.0409   -29.5066    20.6341    0.00000
     676   22.5000      -    1    0    -23.6500     3.4655   0.153429   -71.4357     0.3787   -29.5599    21.3077    0.00000
     677   22.5333      -    1    0    -23.6497     3.4501   0.153452   -71.1041     0.5244   -29.4676    21.5229    0.00021
     678   22.5667      -    1    0    -23.6500     3.4405   0.153436   -70.7387     0.6413   -29.0452    21.8504    0.00000
     679   22.6000      -    1    0    -23.6614     3.4369   0.153421   -70.3663     0.7504   -28.5668    21.9346    0.00000
     680   22.6333      -    1    0    -23.6627     3.4308   0.153458   -70.3367     0.7444   -28.3844    21.9720    0.00007
     681   22.6667      -    1    0    -23.6669     3.4275   0.153499   -70.0093     0.8843   -28.2735    21.9814    0.00021
     682   22.7000      -    1    0    -23.6816     3.4157   0.153657   -70.0022     0.9619   -28.2288    22.2153    0.00004
     683   22.7333      -    1    0    -23.7169     3.4048   0.153841   -69.9794     1.0568   -28.0469    22.5240    0.00012
     684   22.7667      -    1    0    -23.7352     3.3889   0.153948   -69.9728     1.1230   -28.0565    22.5708    0.00004
     685   22.8000      -    1    0    -23.7660     3.3526   0.154193   -69.9558     1.2583   -28.0719    22.9357    0.00020
     686   22.8333      -    1    0    -23.7941     3.3379   0.154417   -69.9535     1.3766   -28.0669    23.1976    0.00011
     687   22.8667      -    1    0    -23.8105     3.3542   0.154612   -69.9662     1.4388   -28.0389    23.2725    0.00007
     688   22.9000      -    1    0    -23.8146     3.3693   0.154706   -69.9783     1.4647   -28.0194    23.1134    0.00002
     689   22.9333      -    1    0    -23.8302     3.3801   0.154883   -69.9871     1.5256   -27.9976    22.5708    0.00005
     690   22.9667      -    1    0    -23.8444     3.3871   0.155025   -69.6764     1.6945   -27.9749    22.0656    0.00025
     691   23.0000      -    1    0    -23.8538     3.3866   0.155050   -69.3627     1.8391   -27.9626    21.4294    0.00019
     692   23.0333      -    1    0    -23.8769     3.3715   0.155033   -68.1066     2.3715   -27.9279    18.5197    0.00000
     693   23.0667      -    1    0    -23.8601     3.3540   0.154926   -67.4205     2.4237   -27.9541    13.2056    0.00015
     694   23.1000      -    1    0    -23.7671     3.3640   0.154769   -66.1812     2.0323   -28.0544     4.0275    0.00000
     695   23.1333      -    1    0    -23.7038     3.3784   0.154732   -65.3528     1.7166   -28.1362     0.0000    0.00000
     696   23.1667      -    1    0    -23.6286     3.4135   0.154735   -64.0911     1.1982   -28.0807     0.0000    0.00000
     697   23.2000      -    1    0    -23.5927     3.4380   0.154804   -63.5908     0.7676   -28.1923     0.0000    0.00000
     698   23.2333      -    1    0    -23.6046     3.4442   0.154864   -63.5739     0.7231   -28.1918     0.0000    0.00002
     699   23.2667      -    1    0    -23.6524     3.4435   0.154954   -63.5753     0.7963   -28.1640     0.0000    0.00008
     700   23.3000      -    1    0    -23.6734     3.4208   0.154970   -63.1873     0.8357   -28.1984     0.0000    0.00006
     701   23.3333      -    1    0    -23.6365     3.4221   0.154980   -60.4215     1.2339   -28.3274     0.0000    0.00000
     702   23.3667      -    1    0    -23.6257     3.4392   0.154976   -59.3978     1.3868   -28.1677     0.0000    0.00000
     703   23.4000      -    1    0    -23.6278     3.4501   0.154999   -57.4300     1.9002   -27.9855     0.0000    0.00000
     704   23.4333      -    1    0    -23.6370     3.4614   0.155054   -55.1278     2.5655   -27.6349     0.0000    0.00000
     705   23.4667      -    1    0    -23.6486     3.4489   0.155106   -53.8785     3.0943   -27.5898     0.0000    0.00000
     706   23.5000      -    1    0    -23.6444     3.4523   0.155268   -51.9336     3.7381   -27.5345     0.0000    0.00000
     707   23.5333      -    1    0    -23.6848     3.4474   0.155424   -48.8023     5.0520   -27.2636     0.0000    0.00001
     708   23.5667      -    1    0    -23.7085     3.4883   0.155607   -46.9425     5.8417   -27.0089     0.0000    0.00000
     709   23.6000      -    1    0    -23.7172     3.5146   0.155710   -46.3295     6.0918   -26.9078     0.0000    0.00000
     710   23.6333      -    1    0    -23.7059     3.5899   0.155911   -45.6905     6.1630   -26.8541     0.0000    0.00026
     711   23.6667      -    1    0    -23.6931     3.6727   0.156092   -45.1121     6.3622   -26.7172     0.0000    0.00000
     712   23.7000      -    1    0    -23.6811     3.7157   0.156180   -44.8258     6.4574   -26.6501     0.0000    0.00017
     713   23.7333      -    1    0    -23.6593     3.7828   0.156267   -43.2819     6.9732   -26.4461     0.0000    0.00000
     714   23.7667      -    1    0    -23.6181     3.8680   0.156326   -42.0252     7.2458   -26.1059     0.0000    0.00000
     715   23.8000      -    1    0    -23.5826     3.9220   0.156356   -41.3805     7.2995   -25.8521     0.0000    0.00000
     716   23.8333      -    1    0    -23.4985     4.0794   0.156390   -39.9577     6.9448   -24.8336     0.0000    0.00000
     717   23.8667      -    1    0    -23.4197     4.2059   0.156347   -38.5227     6.5758   -23.7761     0.0000    0.00000
     718   23.9000      -    1    0    -23.3537     4.2668   0.156310   -37.4533     6.2733   -23.1548     0.0000    0.00000
     719   23.9333      -    1    0    -23.3475     4.2802   0.156289   -37.4220     6.2254   -22.8480     0.0000    0.00017
     720   23.9667      -    1    0    -23.3242     4.2862   0.156263   -36.4055     6.3293   -22.5957     0.0000    0.00000
     721   24.0000      -    1    0    -23.3283     4.2980   0.156232   -36.0576     6.3343   -22.4196     0.0000    0.00018
     722   24.0333      -    1    0    -23.3327     4.2956   0.156221   -36.0614     6.3513   -22.4103     0.0000    0.00000
     723   24.0667      -    1    0    -23.3367     4.3035   0.156198   -35.7068     6.3579   -22.1926     0.0000    0.00000
     724   24.1000      -    1    0    -23.3454     4.3149   0.156173   -35.3545     6.3525   -22.0075     0.0000    0.00000
     725   24.1333      -    1    0    -23.3689     4.3267   0.156133   -35.3266     6.2609   -21.8456     0.0000    0.00009
     726   24.1667      -    1    0    -23.3781     4.3223   0.156127   -35.3280     6.2804   -21.8450     0.0000    0.00001
     727   24.2000      -    1    0    -23.3916     4.3165   0.156131   -35.3294     6.3150   -21.8206     0.0000    0.00001
     728   24.2333      -    1    0    -23.3950     4.3124   0.156156   -34.6812     6.5333   -21.7256     0.0000    0.00000
     729   24.2667      -    1    0    -23.3955     4.3123   0.156161   -34.6836     6.5413   -21.7188     0.0000    0.00000
     730   24.3000      -    1    0    -23.3936     4.3044   0.156166   -34.3526     6.6398   -21.6886     0.0000    0.00011
     731   24.3333      -    1    0    -23.3874     4.3047   0.156172   -34.0286     6.7308   -21.6543     0.0000    0.00010
